order_id,payment_type,payment_installments,payment_value
ORD0000706,voucher,2,115.64
ORD0000707,boleto,6,1312.55
ORD0000707,debit_card,6,621.3
ORD0000708,credit_card,9,1213.18
ORD0000709,voucher,1,1393.82
ORD0000710,debit_card,3,60.96
ORD0000711,voucher,2,1250.31
ORD0000712,voucher,7,1489.74
ORD0000713,boleto,8,1226.3
ORD0000714,boleto,2,267.87
ORD0000715,debit_card,5,1419.58
ORD0000715,debit_card,5,646.41
ORD0000716,voucher,10,564.02
ORD0000716,voucher,10,1137.94
ORD0000717,debit_card,10,507.28
ORD0000718,debit_card,3,533.08
ORD0000719,credit_card,8,1238.43
ORD0000720,voucher,3,439.95
ORD0000721,credit_card,3,1071.68
ORD0000722,credit_card,2,650.62
ORD0000723,debit_card,10,283.45
ORD0000724,voucher,10,1097.45
ORD0000725,credit_card,7,308.24
ORD0000726,credit_card,2,1355.99
ORD0000726,credit_card,2,321.32
ORD0000727,boleto,10,203.64
ORD0000728,debit_card,1,1394.25
ORD0000729,credit_card,7,92.77
ORD0000730,voucher,8,681.93
ORD0000731,voucher,6,590.89
ORD0000731,boleto,6,871.32
ORD0000732,voucher,7,1342.85
ORD0000733,credit_card,10,1110.28
ORD0000734,voucher,8,936.7
ORD0000735,voucher,1,197.75
ORD0000736,voucher,1,902.82
ORD0000737,voucher,1,576.63
ORD0000738,debit_card,3,1262.91
ORD0000739,voucher,3,1105.14
ORD0000740,voucher,2,1282.07
ORD0000740,credit_card,2,773.59
ORD0000741,boleto,4,21.15
ORD0000742,debit_card,5,736.39
ORD0000743,debit_card,10,839.46
ORD0000744,credit_card,8,648.86
ORD0000745,credit_card,1,1475.69
ORD0000746,credit_card,2,715.37
ORD0000747,debit_card,10,753.31
ORD0000748,voucher,9,539.89
ORD0000749,credit_card,8,1409.19
ORD0000750,credit_card,5,669.85
ORD0000751,credit_card,1,365.2
ORD0000752,debit_card,6,1447.71
ORD0000753,boleto,9,985.68
ORD0000753,voucher,9,1259.6
ORD0000754,debit_card,4,440.87
ORD0000755,boleto,7,615.31
ORD0000756,boleto,6,854.51
ORD0000757,debit_card,3,1088.0
ORD0000758,boleto,10,392.64
ORD0000759,voucher,2,222.64
ORD0000760,debit_card,2,543.55
ORD0000761,boleto,5,1064.79
ORD0000761,credit_card,5,530.99
ORD0000762,debit_card,7,567.24
ORD0000762,voucher,7,776.68
ORD0000763,boleto,9,695.01
ORD0000764,boleto,4,74.63
ORD0000765,boleto,3,432.17
ORD0000766,debit_card,2,721.07
ORD0000767,debit_card,4,1410.27
ORD0000768,voucher,8,1419.88
ORD0000769,voucher,2,215.66
ORD0000770,boleto,10,1232.55
ORD0000771,debit_card,4,30.58
ORD0000772,debit_card,1,301.47
ORD0000773,voucher,6,168.24
ORD0000774,debit_card,4,1159.42
ORD0000774,debit_card,4,307.85
ORD0000775,boleto,2,353.35
ORD0000776,voucher,8,580.66
ORD0000777,boleto,6,708.94
ORD0000778,debit_card,1,395.29
ORD0000779,debit_card,6,328.42
ORD0000780,debit_card,2,62.26
ORD0000781,credit_card,3,1168.3
ORD0000782,voucher,5,215.87
ORD0000783,voucher,2,510.58
ORD0000784,boleto,4,725.73
ORD0000785,voucher,6,661.06
ORD0000786,voucher,6,860.86
ORD0000787,credit_card,8,1353.1
ORD0000788,debit_card,1,467.9
ORD0000789,voucher,2,1017.66
ORD0000789,debit_card,2,262.14
ORD0000790,boleto,8,1475.83
ORD0000791,voucher,5,304.81
ORD0000792,credit_card,3,1360.77
ORD0000793,voucher,1,1050.75
ORD0000794,boleto,1,1107.41
ORD0000795,credit_card,8,118.07
ORD0000796,credit_card,6,809.06
ORD0000797,voucher,8,403.3
ORD0000798,voucher,1,395.26
ORD0000798,boleto,1,970.65
ORD0000799,boleto,3,261.77
ORD0000800,boleto,5,348.05
ORD0000801,voucher,5,1171.99
ORD0000802,credit_card,6,1321.12
ORD0000803,boleto,10,470.84
ORD0000804,voucher,5,291.28
ORD0000805,voucher,3,314.87
ORD0000806,boleto,5,253.34
ORD0000807,credit_card,8,582.91
ORD0000808,voucher,4,200.31
ORD0000809,debit_card,5,218.85
ORD0000810,boleto,6,764.79
ORD0000810,voucher,6,1342.08
ORD0000811,voucher,9,1477.74
ORD0000812,credit_card,9,345.2
ORD0000813,voucher,8,424.79
ORD0000814,voucher,6,333.13
ORD0000815,credit_card,2,1135.05
ORD0000816,boleto,2,1317.32
ORD0000817,boleto,4,1110.03
ORD0000818,credit_card,3,1285.54
ORD0000819,debit_card,2,640.98
ORD0000820,debit_card,2,326.24
ORD0000821,boleto,1,1194.41
ORD0000822,boleto,9,343.36
ORD0000823,voucher,7,1399.37
ORD0000823,boleto,7,986.46
ORD0000824,debit_card,1,439.48
ORD0000824,debit_card,1,131.78
ORD0000825,voucher,5,74.91
ORD0000825,boleto,5,1311.25
ORD0000826,credit_card,1,821.83
ORD0000827,voucher,7,788.21
ORD0000828,boleto,6,940.76
ORD0000829,boleto,7,236.08
ORD0000830,boleto,4,589.76
ORD0000831,voucher,10,415.91
ORD0000832,voucher,7,1049.17
ORD0000833,credit_card,3,556.82
ORD0000834,voucher,9,96.1
ORD0000835,voucher,3,705.64
ORD0000836,credit_card,3,1305.85
ORD0000836,debit_card,3,265.13
ORD0000837,boleto,6,330.82
ORD0000838,debit_card,10,638.48
ORD0000839,voucher,3,1188.01
ORD0000840,boleto,2,1163.75
ORD0000841,voucher,9,87.7
ORD0000841,voucher,9,1406.48
ORD0000842,boleto,3,235.69
ORD0000843,voucher,5,897.23
ORD0000844,debit_card,2,780.77
ORD0000845,debit_card,8,323.77
ORD0000846,boleto,6,819.33
ORD0000846,debit_card,6,1485.37
ORD0000847,credit_card,8,1020.19
ORD0000848,debit_card,4,857.18
ORD0000849,boleto,8,842.07
ORD0000850,debit_card,7,1323.72
ORD0000850,voucher,7,1032.83
ORD0000851,credit_card,1,295.73
ORD0000852,boleto,8,1436.91
ORD0000853,voucher,10,1461.24
ORD0000854,credit_card,8,1388.58
ORD0000855,debit_card,1,244.58
ORD0000856,boleto,6,606.75
ORD0000857,debit_card,5,1196.04
ORD0000858,voucher,5,863.72
ORD0000859,boleto,2,581.03
ORD0000860,credit_card,1,887.47
ORD0000861,debit_card,1,905.65
ORD0000862,credit_card,9,724.2
ORD0000863,boleto,6,1225.8
ORD0000864,credit_card,4,947.1
ORD0000865,voucher,6,225.11
ORD0000866,boleto,1,95.16
ORD0000867,boleto,8,1452.07
ORD0000868,credit_card,7,999.97
ORD0000869,debit_card,9,103.04
ORD0000870,boleto,4,1327.36
ORD0000871,boleto,6,951.5
ORD0000872,boleto,4,776.14
ORD0000873,debit_card,7,1467.16
ORD0000874,credit_card,7,452.14
ORD0000875,boleto,9,377.16
ORD0000876,credit_card,9,1400.13
ORD0000877,credit_card,6,661.37
ORD0000878,voucher,10,1077.1
ORD0000879,credit_card,2,1018.29
ORD0000880,voucher,10,126.55
ORD0000881,credit_card,2,1331.07
ORD0000882,debit_card,10,683.11
ORD0000883,debit_card,1,394.28
ORD0000884,debit_card,9,1115.11
ORD0000885,voucher,7,595.47
ORD0000886,credit_card,8,274.26
ORD0000886,debit_card,8,1277.6
ORD0000887,debit_card,2,648.35
ORD0000888,boleto,6,345.92
ORD0000889,boleto,7,734.21
ORD0000890,voucher,2,1433.88
ORD0000891,debit_card,6,1273.22
ORD0000892,boleto,4,182.61
ORD0000893,credit_card,10,71.51
ORD0000894,debit_card,5,1304.65
ORD0000895,voucher,10,196.27
ORD0000896,credit_card,6,309.49
ORD0000897,voucher,6,237.79
ORD0000898,boleto,1,539.05
ORD0000899,voucher,1,1364.85
ORD0000900,boleto,1,880.51
ORD0000901,debit_card,3,378.34
ORD0000902,credit_card,4,755.09
ORD0000903,debit_card,4,118.09
ORD0000904,boleto,5,1096.54
ORD0000905,credit_card,7,236.83
ORD0000906,credit_card,8,1269.96
ORD0000907,credit_card,4,1033.45
ORD0000908,credit_card,4,818.24
ORD0000909,voucher,3,615.97
ORD0000910,credit_card,2,452.02
ORD0000911,credit_card,3,537.58
ORD0000911,credit_card,3,1490.12
ORD0000912,credit_card,5,257.59
ORD0000913,debit_card,2,1340.29
ORD0000914,boleto,2,1243.34
ORD0000915,boleto,10,383.17
ORD0000916,voucher,6,223.55
ORD0000917,credit_card,4,1126.72
ORD0000918,credit_card,9,1390.13
ORD0000919,voucher,2,1430.92
ORD0000920,debit_card,6,521.12
ORD0000921,debit_card,8,243.29
ORD0000922,debit_card,2,343.49
ORD0000923,credit_card,3,440.03
ORD0000924,debit_card,1,983.62
ORD0000924,credit_card,1,1281.32
ORD0000925,debit_card,1,1438.29
ORD0000926,boleto,9,29.67
ORD0000927,credit_card,5,1044.88
ORD0000928,voucher,5,204.16
ORD0000929,voucher,10,1225.15
ORD0000929,voucher,10,386.19
ORD0000930,boleto,10,342.34
ORD0000931,boleto,8,1209.85
ORD0000932,boleto,4,1134.28
ORD0000933,debit_card,7,670.4
ORD0000934,voucher,9,321.47
ORD0000934,voucher,9,1479.22
ORD0000935,debit_card,2,108.81
ORD0000936,credit_card,6,1023.96
ORD0000937,voucher,6,1494.56
ORD0000938,boleto,10,1294.3
ORD0000939,debit_card,9,202.35
ORD0000940,debit_card,2,155.73
ORD0000940,credit_card,2,476.9
ORD0000941,credit_card,2,1060.28
ORD0000942,boleto,2,589.82
ORD0000943,debit_card,1,1040.88
ORD0000943,credit_card,1,1066.77
ORD0000944,debit_card,10,718.0
ORD0000945,debit_card,10,669.61
ORD0000946,boleto,5,175.08
ORD0000946,boleto,5,1088.25
ORD0000947,boleto,5,562.33
ORD0000948,credit_card,10,821.9
ORD0000949,credit_card,8,746.73
ORD0000950,debit_card,6,451.85
ORD0000951,voucher,7,368.82
ORD0000952,debit_card,5,889.12
ORD0000953,credit_card,9,501.43
ORD0000954,debit_card,10,22.89
ORD0000955,debit_card,3,319.26
ORD0000956,boleto,10,657.4
ORD0000957,boleto,5,392.43
ORD0000957,credit_card,5,1212.42
ORD0000958,debit_card,2,1155.37
ORD0000959,credit_card,1,994.87
ORD0000960,boleto,8,1118.05
ORD0000961,voucher,3,1187.94
ORD0000962,voucher,3,844.46
ORD0000962,debit_card,3,1155.53
ORD0000963,credit_card,4,301.09
ORD0000964,debit_card,10,1170.88
ORD0000965,voucher,2,973.69
ORD0000966,debit_card,1,377.86
ORD0000967,credit_card,4,866.05
ORD0000968,voucher,9,949.03
ORD0000969,debit_card,5,935.65
ORD0000970,debit_card,9,1067.13
ORD0000971,debit_card,9,109.94
ORD0000972,boleto,5,1336.44
ORD0000973,credit_card,8,938.24
ORD0000974,voucher,6,723.92
ORD0000975,credit_card,3,1332.24
ORD0000976,boleto,6,634.22
ORD0000977,credit_card,9,839.96
ORD0000978,voucher,4,1371.42
ORD0000979,boleto,4,67.07
ORD0000980,debit_card,8,688.7
ORD0000981,voucher,10,1387.6
ORD0000981,voucher,10,1099.73
ORD0000982,boleto,6,954.85
ORD0000983,boleto,2,1059.82
ORD0000984,boleto,8,1345.0
ORD0000985,debit_card,1,975.45
ORD0000986,debit_card,3,205.0
ORD0000987,debit_card,5,1398.23
ORD0000988,debit_card,10,716.46
ORD0000989,credit_card,8,659.0
ORD0000990,voucher,3,216.97
ORD0000991,voucher,6,1043.66
ORD0000992,debit_card,6,623.48
ORD0000993,credit_card,2,260.79
ORD0000994,credit_card,1,1307.79
ORD0000995,voucher,6,531.99
ORD0000996,credit_card,5,733.61
ORD0000997,boleto,4,805.59
ORD0000998,credit_card,8,723.61
ORD0000999,boleto,10,356.3
ORD0001000,voucher,3,267.49
ORD0001001,boleto,5,385.42
ORD0001002,credit_card,10,163.53
ORD0001003,debit_card,1,317.95
ORD0001004,credit_card,2,827.35
ORD0001005,boleto,10,824.47
ORD0001006,voucher,6,302.6
ORD0001007,credit_card,8,217.79
ORD0001008,boleto,1,1141.71
ORD0001009,voucher,1,837.96
ORD0001010,voucher,1,1305.72
ORD0001011,boleto,2,1220.44
ORD0001012,boleto,8,212.14
ORD0001013,credit_card,6,859.14
ORD0001014,debit_card,10,1446.55
ORD0001015,voucher,4,424.56
ORD0001016,boleto,10,1416.86
ORD0001017,boleto,10,379.73
ORD0001018,debit_card,8,322.63
ORD0001019,credit_card,6,502.92
ORD0001020,voucher,3,861.36
ORD0001021,credit_card,5,498.73
ORD0001022,voucher,2,526.47
ORD0001023,voucher,7,217.36
ORD0001024,debit_card,3,314.39
ORD0001025,debit_card,4,453.69
ORD0001025,credit_card,4,431.27
ORD0001026,voucher,1,1255.37
ORD0001027,voucher,1,1391.81
ORD0001028,credit_card,10,913.6
ORD0001029,debit_card,5,644.56
ORD0001030,debit_card,8,1162.7
ORD0001031,credit_card,4,1396.08
ORD0001032,credit_card,1,380.73
ORD0001033,debit_card,8,1294.21
ORD0001033,voucher,8,896.34
ORD0001034,debit_card,2,900.3
ORD0001035,debit_card,6,877.76
ORD0001036,boleto,8,167.55
ORD0001037,debit_card,3,1120.44
ORD0001038,boleto,7,1234.32
ORD0001039,voucher,6,739.53
ORD0001040,credit_card,10,388.83
ORD0001041,credit_card,2,346.26
ORD0001042,debit_card,9,932.02
ORD0001043,debit_card,2,661.39
ORD0001044,credit_card,8,931.3
ORD0001044,voucher,8,138.12
ORD0001045,debit_card,6,256.02
ORD0001046,voucher,7,1118.13
ORD0001047,voucher,5,1052.68
ORD0001048,credit_card,7,946.32
ORD0001049,boleto,6,1100.08
ORD0001050,boleto,6,454.98
ORD0001051,boleto,10,1348.08
ORD0001052,credit_card,4,1037.04
ORD0001053,debit_card,1,1093.23
ORD0001053,boleto,1,420.02
ORD0001054,boleto,2,892.85
ORD0001055,boleto,8,594.52
ORD0001055,voucher,8,1282.59
ORD0001056,boleto,4,929.97
ORD0001057,credit_card,10,672.26
ORD0001058,boleto,1,731.68
ORD0001059,debit_card,3,367.41
ORD0001060,boleto,3,1367.92
ORD0001061,debit_card,9,185.24
ORD0001062,debit_card,2,851.85
ORD0001063,boleto,9,522.04
ORD0001064,credit_card,8,63.18
ORD0001065,voucher,5,38.41
ORD0001066,boleto,9,562.32
ORD0001067,boleto,2,1323.66
ORD0001068,debit_card,6,935.07
ORD0001069,voucher,5,459.2
ORD0001070,debit_card,8,914.73
ORD0001070,voucher,8,346.47
ORD0001071,boleto,3,738.2
ORD0001072,credit_card,2,39.23
ORD0001073,voucher,7,524.67
ORD0001074,boleto,6,34.36
ORD0001074,credit_card,6,57.75
ORD0001075,voucher,7,984.42
ORD0001076,voucher,1,221.19
ORD0001077,boleto,5,239.21
ORD0001077,voucher,5,708.08
ORD0001078,boleto,5,792.47
ORD0001079,voucher,5,91.89
ORD0001080,debit_card,7,223.95
ORD0001080,voucher,7,49.62
ORD0001081,credit_card,3,1272.13
ORD0001082,debit_card,9,498.1
ORD0001083,boleto,10,256.85
ORD0001083,voucher,10,429.57
ORD0001084,credit_card,4,49.03
ORD0001085,credit_card,3,854.84
ORD0001086,boleto,6,952.9
ORD0001087,debit_card,8,221.29
ORD0001088,boleto,10,696.46
ORD0001089,boleto,10,391.11
ORD0001090,voucher,10,789.07
ORD0001091,debit_card,3,764.13
ORD0001092,voucher,8,110.27
ORD0001092,debit_card,8,727.2
ORD0001093,credit_card,6,346.24
ORD0001094,credit_card,7,549.37
ORD0001094,boleto,7,652.56
ORD0001095,debit_card,1,848.93
ORD0001096,credit_card,1,331.24
ORD0001097,credit_card,9,1059.01
ORD0001097,debit_card,9,1099.34
ORD0001098,debit_card,8,521.26
ORD0001099,voucher,5,1345.26
ORD0001100,voucher,9,1327.95
ORD0001101,boleto,8,119.89
ORD0001102,credit_card,4,474.43
ORD0001103,voucher,1,845.15
ORD0001103,debit_card,1,45.36
ORD0001104,boleto,7,102.5
ORD0001105,boleto,8,1281.31
ORD0001106,boleto,3,167.57
ORD0001107,voucher,4,1342.59
ORD0001108,debit_card,8,1277.92
ORD0001109,boleto,6,1237.52
ORD0001110,voucher,6,720.47
ORD0001111,voucher,3,1437.88
ORD0001112,voucher,6,372.03
ORD0001113,voucher,4,66.23
ORD0001114,credit_card,5,299.47
ORD0001115,debit_card,1,967.18
ORD0001116,boleto,5,208.71
ORD0001117,credit_card,3,294.93
ORD0001118,boleto,3,202.69
ORD0001119,credit_card,8,992.82
ORD0001120,debit_card,3,1197.21
ORD0001121,credit_card,7,105.68
ORD0001122,debit_card,1,1272.98
ORD0001123,voucher,9,181.68
ORD0001124,debit_card,7,721.42
ORD0001124,debit_card,7,519.12
ORD0001125,debit_card,4,303.71
ORD0001126,boleto,8,1387.77
ORD0001127,credit_card,3,674.52
ORD0001128,boleto,8,1290.43
ORD0001129,voucher,1,1062.2
ORD0001130,credit_card,10,669.73
ORD0001131,boleto,3,840.45
ORD0001132,debit_card,9,911.9
ORD0001132,credit_card,9,880.33
ORD0001133,credit_card,1,1365.89
ORD0001133,voucher,1,492.29
ORD0001134,voucher,8,964.35
ORD0001135,credit_card,1,392.01
ORD0001136,boleto,1,1107.57
ORD0001137,boleto,7,851.01
ORD0001138,credit_card,2,600.32
ORD0001139,debit_card,8,984.88
ORD0001140,boleto,9,1023.17
ORD0001141,debit_card,4,990.72
ORD0001141,credit_card,4,1211.88
ORD0001142,debit_card,6,131.57
ORD0001143,debit_card,10,238.59
ORD0001144,credit_card,2,131.57
ORD0001145,voucher,9,1440.78
ORD0001146,debit_card,6,1135.36
ORD0001147,credit_card,8,1323.58
ORD0001148,debit_card,2,164.31
ORD0001149,voucher,8,909.52
ORD0001150,boleto,8,380.7
ORD0001151,boleto,4,1337.87
ORD0001152,boleto,3,56.56
ORD0001153,debit_card,8,243.38
ORD0001154,debit_card,1,266.58
ORD0001155,boleto,10,200.81
ORD0001156,voucher,6,276.34
ORD0001157,debit_card,2,230.2
ORD0001158,debit_card,6,336.32
ORD0001159,debit_card,9,437.29
ORD0001160,voucher,4,886.55
ORD0001161,voucher,4,230.97
ORD0001162,boleto,10,625.7
ORD0001163,voucher,5,463.28
ORD0001164,credit_card,5,1362.38
ORD0001165,voucher,5,990.4
ORD0001166,debit_card,9,36.1
ORD0001167,debit_card,8,1181.42
ORD0001168,debit_card,7,489.11
ORD0001169,credit_card,7,1188.51
ORD0001170,debit_card,6,1251.31
ORD0001171,debit_card,2,778.97
ORD0001171,debit_card,2,1494.01
ORD0001172,boleto,1,652.56
ORD0001173,boleto,3,133.65
ORD0001174,boleto,5,88.27
ORD0001175,debit_card,8,550.31
ORD0001175,debit_card,8,868.94
ORD0001176,voucher,8,792.85
ORD0001177,boleto,5,1153.6
ORD0001178,debit_card,8,1255.28
ORD0001179,boleto,3,607.17
ORD0001180,debit_card,7,1016.28
ORD0001181,credit_card,7,289.05
ORD0001182,voucher,5,1477.62
ORD0001183,debit_card,7,1275.39
ORD0001184,credit_card,5,393.79
ORD0001185,debit_card,1,1186.81
ORD0001186,boleto,10,536.45
ORD0001187,credit_card,10,148.54
ORD0001187,voucher,10,654.65
ORD0001188,boleto,3,693.59
ORD0001189,debit_card,4,232.79
ORD0001190,voucher,1,661.52
ORD0001191,boleto,10,1353.82
ORD0001192,voucher,10,1185.71
ORD0001193,debit_card,8,1442.21
ORD0001193,boleto,8,1019.56
ORD0001194,voucher,2,1372.39
ORD0001195,boleto,1,1040.08
ORD0001196,voucher,9,140.44
ORD0001197,credit_card,3,1267.04
ORD0001198,credit_card,10,589.56
ORD0001198,debit_card,10,360.57
ORD0001199,boleto,6,1021.6
ORD0001200,debit_card,5,635.16
ORD0001201,voucher,6,884.5
ORD0001202,boleto,8,770.74
ORD0001203,credit_card,1,130.96
ORD0001204,credit_card,3,268.56
ORD0001204,credit_card,3,1006.89
ORD0001205,debit_card,7,793.81
ORD0001206,debit_card,2,1145.5
ORD0001207,boleto,6,380.34
ORD0001208,boleto,4,201.76
ORD0001209,debit_card,5,611.88
ORD0001210,credit_card,2,715.09
ORD0001211,boleto,6,369.02
ORD0001212,voucher,2,1357.55
ORD0001213,voucher,8,730.19
ORD0001213,credit_card,8,279.58
ORD0001214,boleto,1,509.98
ORD0001215,boleto,2,21.38
ORD0001216,voucher,8,524.13
ORD0001217,debit_card,7,1307.86
ORD0001218,debit_card,5,543.62
ORD0001218,debit_card,5,84.13
ORD0001219,credit_card,3,1476.73
ORD0001220,voucher,4,167.62
ORD0001221,debit_card,2,310.31
ORD0001222,credit_card,1,33.16
ORD0001223,voucher,2,306.99
ORD0001224,debit_card,3,1462.54
ORD0001225,debit_card,6,1341.79
ORD0001225,debit_card,6,305.21
ORD0001226,credit_card,5,909.67
ORD0001227,voucher,9,1220.43
ORD0001228,voucher,5,669.07
ORD0001229,voucher,1,753.45
ORD0001230,credit_card,3,1160.69
ORD0001231,debit_card,6,634.68
ORD0001232,boleto,6,802.72
ORD0001233,debit_card,6,206.54
ORD0001234,voucher,10,142.44
ORD0001235,debit_card,9,367.43
ORD0001236,boleto,10,705.08
ORD0001237,voucher,9,630.33
ORD0001238,debit_card,10,1332.25
ORD0001239,debit_card,4,1038.48
ORD0001240,voucher,10,586.87
ORD0001241,voucher,1,1113.61
ORD0001242,debit_card,7,536.33
ORD0001243,boleto,7,1479.49
ORD0001244,debit_card,5,837.69
ORD0001245,credit_card,5,204.96
ORD0001246,credit_card,2,768.38
ORD0001247,debit_card,3,1386.07
ORD0001248,boleto,1,236.7
ORD0001249,boleto,6,496.67
ORD0001250,debit_card,6,1162.27
ORD0001251,boleto,9,532.7
ORD0001252,debit_card,3,381.56
ORD0001253,boleto,9,674.0
ORD0001254,debit_card,1,1070.97
ORD0001255,boleto,7,561.92
ORD0001256,credit_card,10,1314.91
ORD0001256,debit_card,10,1099.99
ORD0001257,credit_card,7,159.35
ORD0001258,credit_card,9,921.38
ORD0001259,credit_card,7,1184.95
ORD0001260,boleto,10,1092.64
ORD0001261,debit_card,4,745.59
ORD0001262,voucher,7,1036.41
ORD0001263,credit_card,1,1131.78
ORD0001264,boleto,8,196.6
ORD0001265,credit_card,3,1270.14
ORD0001265,boleto,3,1309.5
ORD0001266,debit_card,2,378.27
ORD0001267,credit_card,5,935.18
ORD0001267,boleto,5,1497.26
ORD0001268,boleto,8,351.42
ORD0001269,voucher,1,817.79
ORD0001270,debit_card,5,886.47
ORD0001271,debit_card,3,1175.74
ORD0001272,voucher,3,245.32
ORD0001273,debit_card,7,1232.83
ORD0001274,voucher,8,214.76
ORD0001275,boleto,4,762.64
ORD0001276,boleto,2,239.22
ORD0001277,credit_card,1,294.14
ORD0001278,credit_card,8,955.88
ORD0001279,credit_card,7,943.71
ORD0001280,credit_card,4,443.02
ORD0001281,boleto,4,596.55
ORD0001282,boleto,10,318.73
ORD0001283,voucher,10,528.09
ORD0001283,voucher,10,1008.24
ORD0001284,voucher,8,1233.39
ORD0001285,boleto,6,376.99
ORD0001286,debit_card,6,243.44
ORD0001287,debit_card,7,1072.97
ORD0001287,boleto,7,229.74
ORD0001288,debit_card,4,1229.91
ORD0001289,credit_card,1,1328.2
ORD0001290,debit_card,5,482.22
ORD0001291,credit_card,10,1059.7
ORD0001292,boleto,4,875.58
ORD0001293,boleto,4,1044.44
ORD0001294,voucher,7,77.92
ORD0001295,boleto,2,1499.48
ORD0001296,boleto,5,961.94
ORD0001296,voucher,5,513.59
ORD0001297,boleto,1,1312.98
ORD0001298,debit_card,1,709.31
ORD0001299,credit_card,10,985.7
ORD0001300,debit_card,5,847.23
ORD0001301,debit_card,1,533.24
ORD0001301,credit_card,1,234.21
ORD0001302,voucher,8,718.47
ORD0001303,boleto,8,333.47
ORD0001304,debit_card,7,754.31
ORD0001305,boleto,6,831.13
ORD0001306,debit_card,10,1067.12
ORD0001307,voucher,4,977.21
ORD0001308,credit_card,9,1096.37
ORD0001309,credit_card,4,608.16
ORD0001310,boleto,9,1328.08
ORD0001311,debit_card,4,873.18
ORD0001312,boleto,6,1454.0
ORD0001313,voucher,1,627.95
ORD0001314,boleto,8,1370.73
ORD0001315,debit_card,3,686.67
ORD0001316,boleto,6,939.5
ORD0001317,credit_card,9,573.87
ORD0001318,boleto,1,607.94
ORD0001319,voucher,1,947.82
ORD0001319,credit_card,1,1242.21
ORD0001320,credit_card,1,163.86
ORD0001321,voucher,10,24.84
ORD0001322,debit_card,9,271.0
ORD0001323,boleto,7,685.53
ORD0001324,voucher,8,1204.5
ORD0001325,boleto,6,1385.03
ORD0001326,voucher,6,135.89
ORD0001327,boleto,3,877.11
ORD0001328,debit_card,5,1489.58
ORD0001329,credit_card,6,943.96
ORD0001330,debit_card,6,1136.14
ORD0001331,credit_card,6,870.02
ORD0001332,debit_card,6,332.65
ORD0001333,credit_card,7,1194.18
ORD0001334,voucher,9,1013.11
ORD0001335,voucher,8,175.56
ORD0001336,boleto,8,657.21
ORD0001337,boleto,6,788.25
ORD0001338,credit_card,9,1024.98
ORD0001339,credit_card,4,481.78
ORD0001340,boleto,1,537.05
ORD0001341,credit_card,3,449.03
ORD0001341,debit_card,3,869.37
ORD0001342,debit_card,9,824.17
ORD0001343,voucher,4,578.18
ORD0001344,debit_card,10,1324.04
ORD0001345,credit_card,6,1136.42
ORD0001346,boleto,2,194.34
ORD0001346,boleto,2,1410.45
ORD0001347,credit_card,9,663.13
ORD0001348,debit_card,7,924.86
ORD0001349,boleto,3,1321.67
ORD0001350,voucher,4,470.7
ORD0001351,credit_card,2,701.54
ORD0001352,voucher,6,898.97
ORD0001353,credit_card,8,1027.08
ORD0001354,credit_card,8,455.93
ORD0001355,credit_card,5,557.84
ORD0001356,voucher,2,515.67
ORD0001357,boleto,9,129.65
ORD0001357,boleto,9,243.67
ORD0001358,credit_card,9,1055.54
ORD0001359,voucher,1,1242.21
ORD0001360,debit_card,6,1255.97
ORD0001361,debit_card,1,209.31
ORD0001361,credit_card,1,710.2
ORD0001362,credit_card,6,642.97
ORD0001363,debit_card,1,446.16
ORD0001364,voucher,1,835.8
ORD0001365,voucher,5,533.64
ORD0001366,boleto,3,1489.49
ORD0001367,voucher,3,1194.06
ORD0001368,credit_card,10,183.02
ORD0001369,voucher,7,1220.29
ORD0001370,voucher,3,796.68
ORD0001371,voucher,3,1198.52
ORD0001372,voucher,5,940.33
ORD0001373,boleto,4,1374.31
ORD0001374,boleto,10,350.91
ORD0001375,boleto,9,1173.44
ORD0001376,credit_card,9,763.13
ORD0001377,voucher,10,587.19
ORD0001378,debit_card,6,851.61
ORD0001379,boleto,3,478.72
ORD0001380,credit_card,7,719.18
ORD0001381,debit_card,10,547.55
ORD0001382,credit_card,4,499.14
ORD0001383,debit_card,4,758.05
ORD0001384,credit_card,3,341.26
ORD0001385,debit_card,1,238.37
ORD0001386,voucher,10,1403.87
ORD0001387,debit_card,3,220.04
ORD0001388,debit_card,8,907.27
ORD0001389,voucher,8,119.65
ORD0001390,boleto,9,1018.24
ORD0001391,boleto,7,933.16
ORD0001392,credit_card,7,1474.45
ORD0001393,debit_card,5,187.67
ORD0001394,debit_card,10,753.65
ORD0001395,voucher,10,1392.02
ORD0001396,voucher,10,1495.0
ORD0001397,voucher,2,77.2
ORD0001398,debit_card,8,1230.41
ORD0001399,voucher,9,172.6
ORD0001399,boleto,9,1379.88
ORD0001400,voucher,1,1277.35
ORD0001401,boleto,6,1469.69
ORD0001402,boleto,3,1491.32
ORD0001403,boleto,8,1049.73
ORD0001404,boleto,8,196.42
ORD0001404,debit_card,8,432.95
ORD0001405,boleto,4,992.95
ORD0001406,credit_card,7,713.67
ORD0001406,voucher,7,867.63
ORD0001407,voucher,10,530.91
ORD0001408,credit_card,8,785.56
ORD0001409,voucher,6,1290.23
ORD0001409,credit_card,6,102.33
ORD0001410,debit_card,9,1444.01
ORD0001411,boleto,1,1219.9
ORD0001412,credit_card,3,1228.26
ORD0001413,boleto,4,1381.33
ORD0001414,debit_card,1,624.05
ORD0001415,debit_card,3,146.04
