review_id,order_id,review_score,review_comment_title,review_creation_date
REV000433,ORD0002345,5,Not as expected,2024-07-31 22:19:56
REV000434,ORD0000218,5,Great product,2024-01-30 23:22:22
REV000435,ORD0000236,5,Exactly what I needed,2024-02-27 01:48:37
REV000436,ORD0002665,5,Not as expected,2024-03-10 18:48:03
REV000437,ORD0000778,5,Late delivery,2023-07-27 03:28:54
REV000438,ORD0002734,5,Great product,2024-12-18 07:52:57
REV000439,ORD0002183,5,Exactly what I needed,2023-03-07 10:12:21
REV000440,ORD0001486,5,Would buy again,2024-11-21 09:08:15
REV000441,ORD0002360,4,Fast delivery,2023-08-20 12:22:34
REV000442,ORD0002648,4,Poor quality,2023-01-27 00:51:23
REV000443,ORD0002215,5,Exactly what I needed,2023-09-21 16:25:07
REV000444,ORD0001887,5,Exactly what I needed,2024-10-08 00:56:15
REV000445,ORD0000293,1,Exactly what I needed,2023-05-29 17:41:15
REV000446,ORD0002369,1,Exactly what I needed,2023-07-11 18:19:55
REV000447,ORD0000370,5,Late delivery,2024-11-01 15:46:24
REV000448,ORD0001023,4,Exactly what I needed,2024-01-18 22:38:26
REV000449,ORD0002550,5,Great product,2023-09-16 10:40:07
REV000450,ORD0000766,4,,2023-03-17 13:52:29
REV000451,ORD0000263,5,Late delivery,2023-04-02 12:25:13
REV000452,ORD0002606,4,Great product,2023-12-06 03:53:01
REV000453,ORD0001998,5,,2024-06-22 12:53:24
REV000454,ORD0000225,2,Not as expected,2023-06-23 03:04:47
REV000455,ORD0001332,1,,2023-01-23 17:12:02
REV000456,ORD0002379,5,,2024-01-07 19:11:18
REV000457,ORD0001202,5,Fast delivery,2024-01-19 01:53:30
REV000458,ORD0001594,5,Exactly what I needed,2023-08-30 06:23:40
REV000459,ORD0002616,5,Late delivery,2024-03-14 01:57:50
REV000460,ORD0002415,4,Would buy again,2024-12-02 12:20:57
REV000461,ORD0001597,5,,2023-03-04 08:00:04
REV000462,ORD0000436,4,Not as expected,2024-03-06 08:06:16
REV000463,ORD0001058,5,Fast delivery,2023-03-02 05:44:31
REV000464,ORD0001942,5,Not as expected,2023-12-11 16:44:45
REV000465,ORD0002371,3,Late delivery,2024-07-15 07:25:32
REV000466,ORD0001868,2,Fast delivery,2024-11-21 02:50:34
REV000467,ORD0002317,5,,2024-10-08 13:25:16
REV000468,ORD0000814,1,Great product,2024-08-16 10:13:56
REV000469,ORD0002088,3,Would buy again,2024-04-17 04:35:00
REV000470,ORD0002654,5,Exactly what I needed,2024-12-20 00:09:23
REV000471,ORD0000567,1,,2023-07-16 06:37:26
REV000472,ORD0001603,5,Great product,2023-06-19 05:26:26
REV000473,ORD0002440,4,Late delivery,2023-12-11 17:33:09
REV000474,ORD0002785,1,,2024-11-20 17:08:36
REV000475,ORD0002149,4,Late delivery,2024-06-04 09:54:59
REV000476,ORD0000378,4,Exactly what I needed,2023-02-16 17:47:34
REV000477,ORD0002670,5,Fast delivery,2023-10-29 06:34:08
REV000478,ORD0001013,5,Late delivery,2024-09-17 22:53:18
REV000479,ORD0001531,5,Great product,2024-04-30 03:03:34
REV000480,ORD0000527,4,,2024-10-11 12:20:17
REV000481,ORD0002539,4,Late delivery,2023-03-04 02:50:29
REV000482,ORD0002595,5,,2023-02-13 14:14:21
REV000483,ORD0001141,3,,2023-04-26 13:42:48
REV000484,ORD0002564,5,,2024-02-23 18:17:20
REV000485,ORD0000120,5,Poor quality,2024-01-05 03:35:17
REV000486,ORD0001431,4,Fast delivery,2023-03-22 15:53:33
REV000487,ORD0001189,2,Poor quality,2024-05-05 21:02:08
REV000488,ORD0001352,5,Not as expected,2024-03-06 23:42:12
REV000489,ORD0000950,5,Would buy again,2024-11-22 11:14:58
REV000490,ORD0002890,2,,2023-09-01 06:44:45
REV000491,ORD0001266,5,Great product,2024-04-27 11:44:07
REV000492,ORD0000549,5,Fast delivery,2024-12-30 06:58:16
REV000493,ORD0000445,5,Great product,2023-07-20 23:42:24
REV000494,ORD0001168,5,Late delivery,2024-09-04 20:25:42
REV000495,ORD0000986,5,,2023-03-18 04:29:40
REV000496,ORD0000349,5,Great product,2024-08-18 12:15:27
REV000497,ORD0001714,4,Not as expected,2023-04-08 02:10:17
REV000498,ORD0002787,5,Fast delivery,2023-09-14 12:01:49
REV000499,ORD0001429,1,Late delivery,2024-10-21 13:55:43
REV000500,ORD0000468,5,,2024-05-15 21:54:18
REV000501,ORD0002286,5,Fast delivery,2023-02-19 15:59:38
REV000502,ORD0002431,5,Exactly what I needed,2024-06-29 12:15:06
REV000503,ORD0002400,5,Exactly what I needed,2023-10-11 18:08:47
REV000504,ORD0001042,5,Late delivery,2024-10-24 14:36:09
REV000505,ORD0002834,5,,2024-05-12 18:36:11
REV000506,ORD0000811,5,Poor quality,2023-03-06 01:41:23
REV000507,ORD0001628,4,,2024-10-23 05:39:51
REV000508,ORD0002935,4,Great product,2023-08-03 09:12:34
REV000509,ORD0000184,5,Not as expected,2024-09-19 16:32:42
REV000510,ORD0000571,2,Not as expected,2023-11-22 13:28:17
REV000511,ORD0002553,5,Would buy again,2023-09-01 15:16:06
REV000512,ORD0002556,3,Fast delivery,2024-08-20 06:01:47
REV000513,ORD0002852,2,Not as expected,2024-10-19 19:57:50
REV000514,ORD0001774,5,Fast delivery,2023-08-12 12:36:41
REV000515,ORD0002727,5,Exactly what I needed,2024-05-25 07:11:56
REV000516,ORD0001996,5,,2023-02-06 17:46:33
REV000517,ORD0002287,4,,2024-11-06 09:53:46
REV000518,ORD0000892,5,Great product,2024-01-23 22:39:28
REV000519,ORD0000869,2,,2024-01-18 13:18:46
REV000520,ORD0002912,4,,2024-12-27 18:08:55
REV000521,ORD0001555,4,Fast delivery,2024-12-21 19:46:27
REV000522,ORD0000647,5,Fast delivery,2024-02-13 22:10:40
REV000523,ORD0000501,3,Great product,2023-04-18 06:09:15
REV000524,ORD0002577,3,Would buy again,2024-12-23 00:13:03
REV000525,ORD0000094,3,Exactly what I needed,2024-06-16 18:24:00
REV000526,ORD0000922,5,Exactly what I needed,2024-11-11 12:01:13
REV000527,ORD0002210,3,Not as expected,2024-03-15 19:13:32
REV000528,ORD0001379,4,Fast delivery,2023-09-15 04:50:30
REV000529,ORD0002876,4,Not as expected,2023-12-08 02:29:17
REV000530,ORD0001091,4,Not as expected,2024-02-04 22:18:00
REV000531,ORD0001948,4,Late delivery,2023-08-26 20:31:12
REV000532,ORD0002966,3,,2024-06-24 12:10:30
REV000533,ORD0002316,4,Fast delivery,2023-01-19 17:30:07
REV000534,ORD0000490,4,Great product,2024-11-18 04:20:46
REV000535,ORD0001359,4,Not as expected,2024-10-07 01:13:11
REV000536,ORD0001519,4,,2023-12-19 12:48:27
REV000537,ORD0000411,1,Poor quality,2023-12-18 09:50:28
REV000538,ORD0001315,5,,2024-07-12 04:54:03
REV000539,ORD0002821,4,Exactly what I needed,2023-10-18 03:25:04
REV000540,ORD0000430,4,Late delivery,2024-05-31 02:33:36
REV000541,ORD0002410,4,Late delivery,2024-06-09 22:22:26
REV000542,ORD0002167,4,Exactly what I needed,2023-04-04 11:11:48
REV000543,ORD0002904,5,Not as expected,2024-07-07 11:25:11
REV000544,ORD0001671,5,Fast delivery,2024-04-24 09:13:11
REV000545,ORD0000580,5,Poor quality,2023-05-25 16:06:51
REV000546,ORD0000875,3,Poor quality,2024-03-30 11:32:54
REV000547,ORD0002509,4,,2024-08-28 05:50:40
REV000548,ORD0002194,5,Great product,2024-10-01 19:40:49
REV000549,ORD0000329,5,Great product,2023-10-01 17:42:16
REV000550,ORD0001893,1,Late delivery,2023-12-06 21:00:47
REV000551,ORD0000578,3,Late delivery,2024-05-26 08:29:01
REV000552,ORD0001630,4,Late delivery,2024-02-18 15:52:23
REV000553,ORD0000071,5,Late delivery,2024-02-06 20:24:01
REV000554,ORD0001971,5,Great product,2024-09-08 04:22:18
REV000555,ORD0001761,2,,2024-08-25 12:41:10
REV000556,ORD0000363,4,,2024-06-08 11:07:27
REV000557,ORD0000513,3,Great product,2023-08-04 06:06:58
REV000558,ORD0001131,4,Would buy again,2024-01-18 07:05:21
REV000559,ORD0002519,4,Late delivery,2024-05-07 06:19:57
REV000560,ORD0002653,4,Great product,2023-10-06 09:41:53
REV000561,ORD0001264,4,Would buy again,2024-08-05 06:36:59
REV000562,ORD0001057,5,Fast delivery,2023-04-11 17:59:11
REV000563,ORD0000311,5,Poor quality,2024-01-06 13:06:18
REV000564,ORD0001362,1,Not as expected,2023-07-29 06:38:52
REV000565,ORD0002696,4,,2024-02-05 17:07:56
REV000566,ORD0002221,4,Would buy again,2024-10-03 03:09:02
REV000567,ORD0002958,5,Poor quality,2023-03-14 12:45:01
REV000568,ORD0000245,5,Late delivery,2023-01-06 16:11:00
REV000569,ORD0001931,4,Late delivery,2024-08-13 11:26:43
REV000570,ORD0000632,5,Great product,2024-04-29 20:56:13
REV000571,ORD0001982,3,Poor quality,2023-01-07 12:13:29
REV000572,ORD0002330,5,,2023-12-26 02:40:09
REV000573,ORD0002427,3,Late delivery,2024-07-24 17:42:57
REV000574,ORD0001203,3,Fast delivery,2024-01-28 11:39:30
REV000575,ORD0002341,4,Great product,2024-12-20 09:57:31
REV000576,ORD0001139,4,Poor quality,2024-09-10 10:40:00
REV000577,ORD0000227,5,Fast delivery,2024-11-27 09:42:11
REV000578,ORD0000493,5,,2023-04-20 03:13:06
REV000579,ORD0002113,5,Exactly what I needed,2024-12-01 23:20:50
REV000580,ORD0002135,5,,2024-12-15 04:33:56
REV000581,ORD0002365,2,Would buy again,2023-12-23 17:48:07
REV000582,ORD0000713,4,,2023-10-19 01:09:46
REV000583,ORD0001577,5,Poor quality,2024-04-13 04:11:07
REV000584,ORD0001737,5,Fast delivery,2023-09-26 21:47:17
REV000585,ORD0002706,3,Great product,2024-02-21 04:40:33
REV000586,ORD0002359,5,Late delivery,2023-08-19 21:36:46
REV000587,ORD0000935,2,Fast delivery,2024-02-29 07:45:40
REV000588,ORD0001561,5,,2023-09-08 14:39:55
REV000589,ORD0001842,5,Not as expected,2024-12-24 16:35:50
REV000590,ORD0001031,5,Would buy again,2024-05-22 13:08:11
REV000591,ORD0002660,4,Exactly what I needed,2023-09-27 00:51:52
REV000592,ORD0002075,4,Would buy again,2023-05-11 16:02:18
REV000593,ORD0001701,4,,2024-07-29 05:05:52
REV000594,ORD0001506,4,Not as expected,2023-08-16 15:03:08
REV000595,ORD0002501,4,Not as expected,2023-03-01 21:06:25
REV000596,ORD0002931,5,Not as expected,2023-02-15 01:17:58
REV000597,ORD0000127,5,Would buy again,2023-09-27 10:40:21
REV000598,ORD0000675,5,,2024-07-25 20:16:21
REV000599,ORD0000732,5,Exactly what I needed,2023-05-24 12:01:55
REV000600,ORD0002607,3,Poor quality,2024-09-04 15:40:13
REV000601,ORD0001400,4,Poor quality,2023-04-24 09:27:41
REV000602,ORD0002010,4,Late delivery,2024-06-20 18:19:51
REV000603,ORD0000101,5,,2024-04-22 11:35:52
REV000604,ORD0000914,5,Poor quality,2023-10-19 22:34:16
REV000605,ORD0001222,4,Would buy again,2023-11-17 07:40:51
REV000606,ORD0000785,4,Exactly what I needed,2023-10-05 12:46:27
REV000607,ORD0001419,5,Late delivery,2023-01-06 11:10:32
REV000608,ORD0001535,4,Late delivery,2023-10-24 17:39:34
REV000609,ORD0000868,3,,2023-05-31 00:10:48
REV000610,ORD0002858,5,Late delivery,2024-09-19 13:41:40
REV000611,ORD0002757,5,Not as expected,2024-01-07 17:04:23
REV000612,ORD0001945,5,Late delivery,2024-05-25 06:22:37
REV000613,ORD0001592,5,Would buy again,2023-12-30 01:43:22
REV000614,ORD0000242,5,,2023-12-15 19:50:10
REV000615,ORD0001967,5,Exactly what I needed,2024-03-27 22:29:10
REV000616,ORD0002137,2,Great product,2023-02-08 17:05:25
REV000617,ORD0002013,3,Would buy again,2024-11-21 05:03:28
REV000618,ORD0001611,5,Late delivery,2023-10-20 07:19:04
REV000619,ORD0001947,3,Great product,2023-05-18 06:00:13
REV000620,ORD0000995,2,,2024-01-06 02:57:39
REV000621,ORD0001715,1,Not as expected,2024-12-03 21:30:04
REV000622,ORD0002262,3,Late delivery,2023-11-21 06:51:46
REV000623,ORD0002594,5,Not as expected,2024-12-20 08:05:01
REV000624,ORD0001467,5,Poor quality,2024-03-05 21:51:12
REV000625,ORD0002549,3,Poor quality,2024-01-01 22:51:56
REV000626,ORD0000181,5,Not as expected,2023-06-15 22:52:58
REV000627,ORD0002168,5,Great product,2024-08-30 22:38:34
REV000628,ORD0001262,5,Fast delivery,2024-05-06 15:46:22
REV000629,ORD0002540,5,Not as expected,2024-05-31 22:47:19
REV000630,ORD0001002,4,Poor quality,2024-11-10 06:07:56
REV000631,ORD0001165,5,Poor quality,2023-04-24 05:31:30
REV000632,ORD0002015,4,Great product,2023-03-13 20:31:14
REV000633,ORD0001822,5,Poor quality,2024-08-30 12:57:56
REV000634,ORD0001915,4,,2023-10-19 07:12:56
REV000635,ORD0001054,5,,2024-08-19 18:35:20
REV000636,ORD0000429,4,Great product,2024-02-24 05:31:39
REV000637,ORD0002846,5,Great product,2023-01-30 04:00:48
REV000638,ORD0001227,3,Not as expected,2024-12-12 23:08:17
REV000639,ORD0001758,3,Exactly what I needed,2024-10-02 10:20:18
REV000640,ORD0000803,5,Late delivery,2024-05-14 22:36:51
REV000641,ORD0002481,4,Exactly what I needed,2024-05-17 02:20:18
REV000642,ORD0001239,4,Late delivery,2024-11-03 02:31:57
REV000643,ORD0001218,5,Fast delivery,2023-07-18 19:02:35
REV000644,ORD0002917,5,Poor quality,2023-04-13 23:30:41
REV000645,ORD0000148,3,Not as expected,2023-12-14 10:56:12
REV000646,ORD0000359,5,Exactly what I needed,2024-10-11 17:41:11
REV000647,ORD0000724,5,Exactly what I needed,2024-06-14 07:34:39
REV000648,ORD0002267,5,Exactly what I needed,2023-03-29 14:11:37
REV000649,ORD0000115,4,Great product,2024-08-27 22:39:17
REV000650,ORD0000730,4,Exactly what I needed,2023-12-27 21:11:09
REV000651,ORD0000271,4,Exactly what I needed,2024-06-10 12:07:30
REV000652,ORD0001243,5,,2023-01-20 03:04:44
REV000653,ORD0002741,5,Not as expected,2024-01-01 19:30:50
REV000654,ORD0002536,4,Poor quality,2024-02-04 13:55:20
REV000655,ORD0000596,4,Late delivery,2024-08-31 22:44:11
REV000656,ORD0000221,4,Exactly what I needed,2024-01-15 03:03:45
REV000657,ORD0001817,3,Poor quality,2024-12-04 21:49:12
REV000658,ORD0002714,4,,2023-10-02 08:29:49
REV000659,ORD0002766,4,Exactly what I needed,2023-12-27 01:51:50
REV000660,ORD0000232,3,Would buy again,2023-07-11 07:53:31
REV000661,ORD0000279,5,Late delivery,2023-09-03 10:02:01
REV000662,ORD0001374,5,Would buy again,2023-09-01 21:48:24
REV000663,ORD0001473,4,Would buy again,2024-03-31 22:25:06
REV000664,ORD0001875,5,Poor quality,2023-06-06 13:36:43
REV000665,ORD0000679,5,Fast delivery,2023-09-06 12:46:42
REV000666,ORD0002339,3,Not as expected,2024-11-04 09:39:45
REV000667,ORD0001421,4,Great product,2023-11-20 06:56:45
REV000668,ORD0001576,5,Poor quality,2023-03-21 20:56:12
REV000669,ORD0001287,5,Fast delivery,2024-04-06 15:04:54
REV000670,ORD0000559,3,,2023-09-24 01:14:35
REV000671,ORD0000700,1,Exactly what I needed,2024-09-25 16:53:41
REV000672,ORD0001864,2,Would buy again,2024-04-22 20:01:38
REV000673,ORD0000322,1,Great product,2024-10-30 19:48:42
REV000674,ORD0000566,4,Not as expected,2023-10-04 20:04:13
REV000675,ORD0001717,2,Fast delivery,2024-10-30 12:44:01
REV000676,ORD0002248,4,,2024-07-23 03:31:16
REV000677,ORD0000075,4,Not as expected,2024-11-05 03:47:04
REV000678,ORD0001900,4,Great product,2023-01-12 12:46:27
REV000679,ORD0001523,5,,2023-02-22 12:58:52
REV000680,ORD0000145,3,Fast delivery,2024-04-20 10:02:30
REV000681,ORD0000220,5,Not as expected,2023-03-14 23:12:16
REV000682,ORD0001585,5,Not as expected,2024-08-27 03:53:02
REV000683,ORD0001873,5,Fast delivery,2024-05-13 12:15:49
REV000684,ORD0002803,5,,2024-07-11 00:24:09
REV000685,ORD0002100,4,Would buy again,2024-05-17 15:40:11
REV000686,ORD0000966,5,Fast delivery,2024-01-18 03:38:55
REV000687,ORD0000844,4,Would buy again,2024-04-12 18:51:33
REV000688,ORD0002132,5,,2023-10-26 14:48:35
REV000689,ORD0002160,4,,2024-03-29 12:14:22
REV000690,ORD0002159,5,Fast delivery,2024-06-05 23:30:02
REV000691,ORD0000037,2,Would buy again,2024-02-12 03:58:19
REV000692,ORD0001756,5,Exactly what I needed,2024-08-14 02:45:51
REV000693,ORD0002305,5,Would buy again,2024-12-06 06:05:57
REV000694,ORD0001883,5,Poor quality,2024-05-01 11:47:33
REV000695,ORD0000964,2,Poor quality,2024-10-05 00:45:13
REV000696,ORD0000812,1,Poor quality,2023-06-11 04:27:09
REV000697,ORD0002372,4,,2023-09-09 08:04:04
REV000698,ORD0000526,4,Would buy again,2023-02-26 03:51:56
REV000699,ORD0002952,3,Fast delivery,2024-07-13 07:22:31
REV000700,ORD0002986,5,Poor quality,2024-01-19 23:07:47
REV000701,ORD0002082,4,,2023-08-29 18:29:45
REV000702,ORD0000327,5,,2023-04-23 20:55:38
REV000703,ORD0001811,5,Not as expected,2024-10-14 12:13:21
REV000704,ORD0002971,2,Exactly what I needed,2024-10-29 06:13:12
REV000705,ORD0000807,3,,2023-03-13 08:33:34
REV000706,ORD0001384,5,Great product,2023-03-10 04:29:52
REV000707,ORD0002864,5,Would buy again,2023-11-22 08:57:49
REV000708,ORD0002482,4,Not as expected,2024-02-11 06:41:52
REV000709,ORD0002203,5,,2023-09-28 07:43:42
REV000710,ORD0000434,5,,2023-10-24 08:38:58
REV000711,ORD0001457,5,Exactly what I needed,2024-04-27 01:25:46
REV000712,ORD0000392,4,Fast delivery,2023-04-24 12:08:13
REV000713,ORD0000779,5,Poor quality,2023-05-27 02:26:53
REV000714,ORD0001773,1,,2024-10-03 03:37:22
REV000715,ORD0002693,4,Poor quality,2023-04-26 16:53:20
REV000716,ORD0002071,5,Poor quality,2023-03-11 05:08:25
REV000717,ORD0002043,5,Great product,2023-08-30 05:53:59
REV000718,ORD0000401,5,,2024-02-25 10:53:40
REV000719,ORD0002950,2,Exactly what I needed,2023-07-30 02:58:04
REV000720,ORD0000096,1,Poor quality,2024-11-12 19:02:22
REV000721,ORD0002875,4,Not as expected,2024-12-01 21:51:01
REV000722,ORD0000860,5,Late delivery,2023-12-01 05:11:30
REV000723,ORD0001929,5,Not as expected,2024-07-27 09:19:27
REV000724,ORD0001852,4,Fast delivery,2024-07-24 18:05:42
REV000725,ORD0000065,5,Fast delivery,2023-07-30 13:38:34
REV000726,ORD0001101,5,Poor quality,2024-02-10 08:02:48
REV000727,ORD0000905,3,Late delivery,2024-04-10 22:55:03
REV000728,ORD0002612,4,Late delivery,2024-04-11 13:54:19
REV000729,ORD0000850,5,,2024-11-20 04:52:00
REV000730,ORD0001195,4,Exactly what I needed,2024-09-25 01:17:45
REV000731,ORD0001453,2,Poor quality,2023-01-25 19:16:42
REV000732,ORD0002463,5,Would buy again,2024-06-09 04:57:47
REV000733,ORD0000258,2,Poor quality,2023-01-24 23:27:56
REV000734,ORD0001669,1,Great product,2024-12-19 17:16:07
REV000735,ORD0000843,5,,2024-05-03 15:28:04
REV000736,ORD0002170,5,Not as expected,2023-03-25 15:03:18
REV000737,ORD0002692,5,Exactly what I needed,2024-09-17 09:18:00
REV000738,ORD0002067,4,Poor quality,2023-08-21 10:16:44
REV000739,ORD0000992,5,Fast delivery,2023-07-14 23:23:50
REV000740,ORD0002349,5,Exactly what I needed,2023-02-22 15:17:10
REV000741,ORD0002064,5,Late delivery,2023-04-06 20:31:28
REV000742,ORD0002296,3,Would buy again,2024-10-31 22:48:39
REV000743,ORD0002638,4,Late delivery,2023-10-20 15:53:19
REV000744,ORD0000166,3,Great product,2023-12-09 15:22:27
REV000745,ORD0002744,3,,2023-12-24 07:39:13
REV000746,ORD0001898,4,Would buy again,2024-06-09 07:33:09
REV000747,ORD0001317,4,Not as expected,2024-10-14 10:13:52
REV000748,ORD0001087,2,Fast delivery,2024-04-16 06:00:03
REV000749,ORD0002235,4,Great product,2023-08-19 01:37:19
REV000750,ORD0000318,5,Not as expected,2023-04-22 19:34:27
REV000751,ORD0002681,4,Exactly what I needed,2024-06-16 09:10:46
REV000752,ORD0000309,3,,2023-10-02 07:15:10
REV000753,ORD0002189,1,,2024-03-08 05:23:56
REV000754,ORD0000056,5,,2023-06-03 19:38:57
REV000755,ORD0002486,4,Not as expected,2023-12-12 04:59:32
REV000756,ORD0002888,4,Exactly what I needed,2024-04-23 23:02:01
REV000757,ORD0001787,5,Would buy again,2023-11-18 01:39:44
REV000758,ORD0002308,3,,2023-10-05 04:50:53
REV000759,ORD0002234,4,,2024-06-01 08:16:28
REV000760,ORD0000443,4,Poor quality,2023-05-11 11:57:29
REV000761,ORD0002388,2,,2024-07-31 20:56:30
REV000762,ORD0000636,4,Poor quality,2023-06-09 06:55:01
REV000763,ORD0002298,5,Fast delivery,2023-10-22 23:29:34
REV000764,ORD0000456,4,Late delivery,2024-06-15 03:53:53
REV000765,ORD0002361,5,,2023-05-12 20:43:29
REV000766,ORD0001980,5,Great product,2023-08-13 10:06:12
REV000767,ORD0000403,4,Late delivery,2024-08-25 23:50:59
REV000768,ORD0001090,4,Not as expected,2023-09-12 17:03:40
REV000769,ORD0000973,2,,2024-08-16 04:36:38
REV000770,ORD0001213,5,,2023-06-30 02:55:00
REV000771,ORD0000132,4,Would buy again,2023-02-11 10:56:57
REV000772,ORD0000439,3,Exactly what I needed,2023-05-08 02:08:26
REV000773,ORD0002244,2,Fast delivery,2023-03-09 23:15:20
REV000774,ORD0001388,5,,2024-12-08 08:12:56
REV000775,ORD0001161,5,,2023-04-12 01:37:42
REV000776,ORD0000119,4,,2023-04-17 07:31:21
REV000777,ORD0000826,3,Fast delivery,2024-02-01 18:47:10
REV000778,ORD0000806,3,Exactly what I needed,2023-07-19 13:51:11
REV000779,ORD0001393,5,Fast delivery,2024-04-28 04:00:52
REV000780,ORD0001739,5,,2023-04-04 18:28:39
REV000781,ORD0000224,3,Fast delivery,2024-07-21 04:54:54
REV000782,ORD0000248,4,Fast delivery,2024-08-29 04:56:33
REV000783,ORD0001881,4,Great product,2024-12-26 13:33:22
REV000784,ORD0000160,1,,2023-04-29 08:47:09
REV000785,ORD0001344,4,Fast delivery,2023-08-10 04:25:15
REV000786,ORD0001285,5,Exactly what I needed,2023-07-29 00:30:34
REV000787,ORD0000833,5,Exactly what I needed,2023-02-16 19:07:50
REV000788,ORD0000068,5,Not as expected,2023-06-03 16:10:52
REV000789,ORD0001754,5,,2024-11-06 21:15:14
REV000790,ORD0000550,4,,2024-02-23 13:00:23
REV000791,ORD0002382,4,Would buy again,2023-09-20 06:35:45
REV000792,ORD0001830,4,,2023-01-10 07:46:45
REV000793,ORD0000339,1,,2024-07-29 23:06:22
REV000794,ORD0002324,3,Would buy again,2024-08-17 15:15:55
REV000795,ORD0002117,3,Exactly what I needed,2023-08-26 22:41:54
REV000796,ORD0001680,5,Great product,2024-03-19 22:21:58
REV000797,ORD0002451,5,,2024-06-29 19:53:25
REV000798,ORD0002883,3,Poor quality,2023-06-02 22:48:03
REV000799,ORD0000243,5,Fast delivery,2024-11-22 07:00:08
REV000800,ORD0000455,2,Poor quality,2024-12-05 13:15:37
REV000801,ORD0002649,5,,2024-11-07 02:24:51
REV000802,ORD0002025,5,Poor quality,2023-07-09 01:40:12
REV000803,ORD0001729,3,Great product,2023-03-07 13:57:18
REV000804,ORD0000723,5,Not as expected,2024-08-08 15:50:42
REV000805,ORD0002772,5,Fast delivery,2023-11-04 08:45:49
REV000806,ORD0002565,5,Would buy again,2023-10-28 06:31:44
REV000807,ORD0001039,2,,2023-02-03 00:41:55
REV000808,ORD0002344,4,,2023-04-09 13:30:47
REV000809,ORD0001965,5,Not as expected,2023-06-23 13:32:13
REV000810,ORD0001258,5,,2023-08-24 01:45:43
REV000811,ORD0001518,4,Great product,2023-08-27 13:08:04
REV000812,ORD0001007,2,Fast delivery,2024-01-15 02:33:23
REV000813,ORD0002680,4,Poor quality,2023-01-08 03:35:28
REV000814,ORD0001521,5,Great product,2024-10-10 12:50:32
REV000815,ORD0001644,5,Poor quality,2024-02-03 17:55:44
REV000816,ORD0001706,5,Would buy again,2024-11-17 18:19:20
REV000817,ORD0000677,4,Late delivery,2024-05-20 10:45:27
REV000818,ORD0002806,4,Would buy again,2024-07-16 04:41:46
REV000819,ORD0000238,5,,2024-05-13 15:29:44
REV000820,ORD0002817,5,,2023-02-03 15:14:48
REV000821,ORD0000591,5,,2024-07-08 16:04:26
REV000822,ORD0000077,5,,2023-12-09 22:31:17
REV000823,ORD0001257,3,Late delivery,2023-01-04 00:44:00
REV000824,ORD0000485,5,Poor quality,2023-05-27 13:06:20
REV000825,ORD0001841,5,Great product,2023-11-25 11:47:58
REV000826,ORD0001529,3,Great product,2024-08-31 17:53:22
REV000827,ORD0002730,4,Great product,2023-04-17 02:46:13
REV000828,ORD0002650,4,Not as expected,2024-11-14 02:22:49
REV000829,ORD0000971,4,Would buy again,2023-02-04 21:31:00
REV000830,ORD0000919,5,Not as expected,2023-01-13 17:43:15
REV000831,ORD0001398,4,Would buy again,2023-04-16 02:40:16
REV000832,ORD0002985,5,Late delivery,2023-05-18 21:37:01
REV000833,ORD0000111,3,Late delivery,2023-10-05 14:34:53
REV000834,ORD0002891,3,Fast delivery,2023-03-22 18:15:35
REV000835,ORD0001818,5,,2024-07-16 02:55:39
REV000836,ORD0001573,4,Exactly what I needed,2024-01-04 19:20:50
REV000837,ORD0002381,2,Poor quality,2023-08-04 16:49:06
REV000838,ORD0002487,2,Not as expected,2023-05-04 16:32:26
REV000839,ORD0000138,5,Late delivery,2024-08-12 12:28:10
REV000840,ORD0000736,5,Late delivery,2024-11-25 02:48:30
REV000841,ORD0002127,2,Late delivery,2023-05-21 13:29:27
REV000842,ORD0001283,4,Poor quality,2023-11-20 22:34:55
REV000843,ORD0001342,5,Not as expected,2024-10-17 22:27:49
REV000844,ORD0000247,4,,2023-03-16 10:11:05
REV000845,ORD0000854,5,,2023-07-29 22:51:17
REV000846,ORD0001147,5,,2024-09-12 10:27:56
REV000847,ORD0001798,5,,2024-10-13 14:05:06
REV000848,ORD0002450,4,Not as expected,2023-02-27 19:15:04
REV000849,ORD0000026,1,Great product,2024-06-12 12:43:06
REV000850,ORD0002751,5,Poor quality,2024-05-22 03:04:48
REV000851,ORD0002765,5,Fast delivery,2023-01-09 05:50:10
REV000852,ORD0002021,5,,2024-05-02 04:30:34
REV000853,ORD0000792,4,Fast delivery,2023-10-10 20:48:05
REV000854,ORD0002770,5,Poor quality,2023-03-09 03:10:18
REV000855,ORD0002662,4,Would buy again,2023-11-30 21:25:06
REV000856,ORD0002877,5,Fast delivery,2024-03-06 03:48:42
REV000857,ORD0001766,4,Not as expected,2024-12-01 08:25:41
REV000858,ORD0001834,4,Not as expected,2023-10-06 10:39:27
REV000859,ORD0000610,5,Fast delivery,2024-09-04 20:24:32
REV000860,ORD0001020,1,Not as expected,2023-01-14 02:04:42
REV000861,ORD0002326,5,Poor quality,2024-09-14 12:57:02
REV000862,ORD0002180,5,Late delivery,2023-12-30 05:26:21
REV000863,ORD0000492,5,,2023-02-01 13:03:51
REV000864,ORD0002700,5,Fast delivery,2024-12-25 15:27:12
REV000865,ORD0001185,4,Poor quality,2024-01-16 06:09:10
REV000866,ORD0001447,4,,2024-08-27 13:18:21
