order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp
ORD0000743,CUST000703,processing,2023-05-08 14:19:45,2023-05-08 17:19:45,
ORD0000744,CUST001226,processing,2024-04-30 12:00:55,2024-04-30 22:00:55,
ORD0000745,CUST000285,delivered,2024-08-01 11:57:52,2024-08-01 22:57:52,2024-08-21 22:57:52
ORD0000746,CUST000811,shipped,2024-10-02 13:15:07,2024-10-04 10:15:07,
ORD0000747,CUST000085,delivered,2023-03-28 21:35:36,2023-03-30 06:35:36,2023-04-18 06:35:36
ORD0000748,CUST001514,delivered,2023-07-17 20:16:19,2023-07-19 08:16:19,2023-07-26 08:16:19
ORD0000749,CUST000239,shipped,2023-09-18 02:59:00,2023-09-19 10:59:00,
ORD0000750,CUST001918,processing,2023-10-17 23:13:43,2023-10-19 11:13:43,
ORD0000751,CUST000719,delivered,2023-11-02 02:19:03,2023-11-02 17:19:03,2023-11-22 17:19:03
ORD0000752,CUST000318,delivered,2023-03-24 15:56:10,2023-03-25 06:56:10,2023-04-10 06:56:10
ORD0000753,CUST000001,canceled,2023-05-27 06:44:48,2023-05-29 04:44:48,
ORD0000754,CUST001014,invoiced,2024-09-13 07:52:23,2024-09-13 14:52:23,
ORD0000755,CUST000620,delivered,2023-08-27 02:37:00,2023-08-27 18:37:00,2023-09-10 18:37:00
ORD0000756,CUST000033,delivered,17/03/2023 00:30,2023-03-17 13:30:58,2023-03-19 13:30:58
ORD0000757,CUST000137,delivered,2023-05-25 05:57:43,2023-05-27 01:57:43,2023-05-31 01:57:43
ORD0000758,CUST001354,invoiced,2023-11-24 17:06:45,2023-11-25 16:06:45,
ORD0000759,CUST000767,delivered,2023-08-22 04:25:19,2023-08-23 02:25:19,2023-09-06 02:25:19
ORD0000760,CUST000085,delivered,2024-04-03 00:37:59,2024-04-04 07:37:59,2024-04-24 07:37:59
ORD0000761,CUST000719,invoiced,24/01/2024 08:34,2024-01-25 05:34:46,
ORD0000762,CUST001541,shipped,2024-10-30 21:27:47,2024-10-31 22:27:47,
ORD0000763,CUST001943,delivered,2024-06-18 20:16:09,2024-06-20 10:16:09,2024-07-03 10:16:09
ORD0000764,CUST001971,delivered,2023-01-22 05:25:59,2023-01-23 06:25:59,2023-01-26 06:25:59
ORD0000765,CUST001113,canceled,2024-01-04 20:15:06,2024-01-05 13:15:06,
ORD0000766,CUST000931,delivered,2024-10-07 04:03:59,2024-10-09 02:03:59,2024-10-14 02:03:59
ORD0000767,CUST000661,delivered,2024-04-13 20:04:56,2024-04-15 03:04:56,2024-04-18 03:04:56
ORD0000768,CUST000443,shipped,2024-10-25 19:41:06,2024-10-27 00:41:06,
ORD0000769,CUST001766,delivered,2024-06-15 03:23:57,2024-06-15 12:23:57,2024-07-05 12:23:57
ORD0000770,CUST001028,delivered,2024-01-29 06:00:51,2024-01-30 11:00:51,2024-02-03 11:00:51
ORD0000771,CUST001338,delivered,2024-03-14 21:17:40,2024-03-15 22:17:40,2024-04-03 22:17:40
ORD0000772,CUST001005,delivered,2023-04-02 09:30:03,2023-04-04 06:30:03,2023-04-22 06:30:03
ORD0000773,CUST000594,delivered,2024-10-24 23:25:10,2024-10-25 10:25:10,2024-10-28 10:25:10
ORD0000774,CUST000407,delivered,2024-06-17 11:01:01,2024-06-17 21:01:01,2024-06-21 21:01:01
ORD0000775,CUST001582,delivered,2023-10-28 19:51:49,2023-10-30 19:51:49,2023-11-06 19:51:49
ORD0000776,CUST001731,delivered,2023-06-23 12:54:00,2023-06-24 10:54:00,2023-07-14 10:54:00
ORD0000777,CUST001941,shipped,2024-09-19 22:00:47,2024-09-21 19:00:47,
ORD0000778,CUST000048,delivered,2023-04-19 02:58:30,2023-04-19 11:58:30,2023-05-09 11:58:30
ORD0000779,CUST001450,delivered,2024-06-26 20:50:07,2024-06-28 00:50:07,2024-06-30 00:50:07
ORD0000780,CUST000857,delivered,2024-05-08 02:07:34,2024-05-09 13:07:34,2024-05-14 13:07:34
ORD0000781,CUST000137,delivered,08/03/2024 20:28,2024-03-10 17:28:52,2024-03-25 17:28:52
ORD0000782,CUST000821,delivered,2024-05-31 06:56:57,2024-06-01 05:56:57,2024-06-18 05:56:57
ORD0000783,CUST000049,delivered,2024-12-21 16:42:31,2024-12-22 01:42:31,2024-12-27 01:42:31
ORD0000784,CUST001351,delivered,2024-05-31 05:48:19,2024-05-31 18:48:19,2024-06-16 18:48:19
ORD0000785,CUST001988,delivered,2023-07-24 06:47:59,2023-07-25 13:47:59,2023-07-29 13:47:59
ORD0000786,CUST000081,delivered,2023-11-17 23:38:45,2023-11-18 07:38:45,2023-12-07 07:38:45
ORD0000787,CUST000022,delivered,2023-04-14 11:18:15,2023-04-16 11:18:15,2023-04-30 11:18:15
ORD0000788,CUST001363,delivered,2023-01-10 10:46:47,2023-01-10 18:46:47,2023-01-28 18:46:47
ORD0000789,CUST001885,delivered,2023-08-24 14:44:40,2023-08-24 23:44:40,2023-09-05 23:44:40
ORD0000790,CUST000979,delivered,2023-06-15 21:03:59,2023-06-16 10:03:59,2023-07-03 10:03:59
ORD0000791,CUST001758,delivered,2023-10-29 06:11:18,2023-10-30 18:11:18,2023-11-18 18:11:18
ORD0000792,CUST001763,delivered,2023-04-09 14:37:24,2023-04-10 23:37:24,2023-04-16 23:37:24
ORD0000793,CUST000505,delivered,2023-02-26 09:10:38,2023-02-27 22:10:38,2023-03-06 22:10:38
ORD0000794,CUST001695,delivered,2024-04-30 22:28:02,2024-05-01 22:28:02,2024-05-10 22:28:02
ORD0000795,CUST001598,delivered,2023-12-02 10:39:34,2023-12-02 13:39:34,2023-12-14 13:39:34
ORD0000796,CUST000921,delivered,2024-07-18 06:51:10,2024-07-19 06:51:10,2024-08-02 06:51:10
ORD0000797,CUST000981,processing,2024-08-04 11:04:26,2024-08-04 20:04:26,
ORD0000798,CUST001323,shipped,2024-11-21 07:23:29,2024-11-22 10:23:29,
ORD0000799,CUST000589,delivered,2023-07-07 10:54:53,2023-07-09 01:54:53,2023-07-27 01:54:53
ORD0000800,CUST000135,delivered,2024-04-10 21:29:18,2024-04-10 23:29:18,2024-04-25 23:29:18
ORD0000801,CUST001582,shipped,2024-08-26 13:13:29,2024-08-26 23:13:29,
ORD0000802,CUST001331,delivered,2023-11-02 11:02:04,2023-11-03 05:02:04,2023-11-19 05:02:04
ORD0000803,CUST001239,canceled,2023-08-24 17:35:31,2023-08-26 04:35:31,
ORD0000804,CUST000790,delivered,2023-12-31 23:47:32,2024-01-02 08:47:32,2024-01-19 08:47:32
ORD0000805,CUST001147,processing,2024-04-02 22:12:55,2024-04-04 19:12:55,
ORD0000806,CUST000961,delivered,2024-05-28 10:05:51,2024-05-29 23:05:51,2024-06-04 23:05:51
ORD0000807,CUST001262,delivered,2023-09-23 22:59:07,2023-09-25 09:59:07,2023-10-13 09:59:07
ORD0000808,CUST001217,delivered,2023-07-28 07:49:37,2023-07-29 01:49:37,2023-08-09 01:49:37
ORD0000809,CUST001159,delivered,2024-12-04 13:32:15,2024-12-05 10:32:15,2024-12-14 10:32:15
ORD0000810,CUST001060,invoiced,2023-05-30 00:16:43,2023-05-30 22:16:43,
ORD0000811,CUST001573,delivered,2024-04-09 07:03:48,2024-04-10 11:03:48,2024-04-18 11:03:48
ORD0000812,CUST000604,shipped,2024-09-15 02:55:11,2024-09-16 23:55:11,
ORD0000813,CUST000657,delivered,2024-07-07 12:13:08,2024-07-08 23:13:08,2024-07-27 23:13:08
ORD0000814,CUST001483,delivered,2024-02-08 23:36:11,2024-02-09 11:36:11,2024-02-14 11:36:11
ORD0000815,CUST000374,delivered,2023-07-11 20:55:10,2023-07-12 10:55:10,2023-07-24 10:55:10
ORD0000816,CUST000802,processing,2023-10-19 06:28:51,2023-10-19 22:28:51,
ORD0000817,CUST000699,delivered,2024-03-17 07:49:04,2024-03-18 13:49:04,2024-04-06 13:49:04
ORD0000818,CUST001665,delivered,2023-07-16 03:36:23,2023-07-16 11:36:23,2023-07-30 11:36:23
ORD0000819,CUST001900,delivered,2023-02-21 16:30:53,2023-02-22 05:30:53,2023-03-04 05:30:53
ORD0000820,CUST001681,canceled,2024-03-03 16:45:05,2024-03-05 06:45:05,
ORD0000821,CUST002010,delivered,2023-06-04 17:10:15,2023-06-05 11:10:15,2023-06-08 11:10:15
ORD0000822,CUST000975,invoiced,2024-04-07 08:40:12,2024-04-07 15:40:12,
ORD0000823,CUST000740,delivered,2023-04-19 12:42:24,2023-04-20 00:42:24,2023-04-25 00:42:24
ORD0000824,CUST000568,invoiced,2023-02-01 20:56:26,2023-02-02 01:56:26,
ORD0000825,CUST000419,delivered,09/04/2023 23:19,2023-04-10 06:19:13,2023-04-25 06:19:13
ORD0000826,CUST000691,delivered,2023-02-16 12:14:31,2023-02-16 13:14:31,2023-02-21 13:14:31
ORD0000827,CUST000492,shipped,2023-08-09 17:39:00,2023-08-10 21:39:00,
ORD0000828,CUST000724,delivered,2024-03-19 05:04:25,2024-03-19 23:04:25,2024-04-07 23:04:25
ORD0000829,CUST001561,delivered,2024-03-06 01:54:25,2024-03-07 15:54:25,2024-03-19 15:54:25
ORD0000830,CUST000416,processing,2024-10-02 21:20:23,2024-10-03 22:20:23,
ORD0000831,CUST001516,delivered,2023-05-05 13:59:38,2023-05-05 19:59:38,2023-05-25 19:59:38
ORD0000832,CUST000255,invoiced,2024-09-20 19:06:43,2024-09-22 03:06:43,
ORD0000833,CUST000941,processing,2023-06-21 15:14:39,2023-06-22 07:14:39,
ORD0000834,CUST000572,canceled,2024-12-13 17:46:47,2024-12-14 08:46:47,
ORD0000835,CUST001763,delivered,2023-08-28 14:44:57,2023-08-29 18:44:57,2023-09-18 18:44:57
ORD0000836,CUST001735,delivered,2023-06-15 17:50:13,2023-06-16 08:50:13,2023-06-21 08:50:13
ORD0000837,CUST001513,shipped,2023-12-10 17:18:41,2023-12-11 03:18:41,
ORD0000838,CUST000047,processing,2024-08-06 01:57:13,2024-08-07 02:57:13,
ORD0000839,CUST000894,delivered,2024-11-15 22:03:39,2024-11-17 18:03:39,2024-12-04 18:03:39
ORD0000840,CUST001039,delivered,2023-09-08 04:00:24,2023-09-08 06:00:24,2023-09-25 06:00:24
ORD0000841,CUST000763,processing,2024-04-16 02:59:05,2024-04-16 16:59:05,
ORD0000842,CUST000344,delivered,2024-10-12 01:41:15,2024-10-13 22:41:15,2024-10-27 22:41:15
ORD0000843,CUST000561,delivered,2023-09-02 01:19:55,2023-09-03 00:19:55,2023-09-17 00:19:55
ORD0000844,CUST001967,delivered,29/06/2023 08:12,2023-06-30 09:12:13,2023-07-17 09:12:13
ORD0000845,CUST001428,canceled,09/07/2023 13:50,2023-07-11 07:50:54,
ORD0000846,CUST001170,shipped,2023-01-17 23:51:35,2023-01-19 00:51:35,
ORD0000847,CUST001862,delivered,2024-01-17 08:06:38,2024-01-18 12:06:38,2024-02-03 12:06:38
ORD0000848,CUST000750,delivered,2023-09-28 11:28:43,2023-09-29 02:28:43,2023-10-09 02:28:43
ORD0000849,CUST001748,delivered,2023-05-03 19:09:50,2023-05-04 06:09:50,2023-05-13 06:09:50
ORD0000850,CUST002005,delivered,2024-02-17 09:22:29,2024-02-17 22:22:29,2024-02-20 22:22:29
ORD0000851,CUST000189,delivered,2023-06-27 13:02:36,2023-06-27 19:02:36,2023-07-04 19:02:36
ORD0000852,CUST001908,delivered,2023-07-14 11:37:43,2023-07-14 17:37:43,2023-08-01 17:37:43
ORD0000853,CUST001783,delivered,2023-04-21 00:14:59,2023-04-22 04:14:59,2023-05-02 04:14:59
ORD0000854,CUST000136,delivered,2023-08-31 00:36:51,2023-08-31 11:36:51,2023-09-18 11:36:51
ORD0000855,CUST000590,delivered,2023-02-10 12:04:54,2023-02-12 01:04:54,2023-02-19 01:04:54
ORD0000856,CUST000483,canceled,26/11/2024 02:33,2024-11-26 13:33:19,
ORD0000857,CUST000157,invoiced,13/04/2024 01:55,2024-04-14 23:55:05,
ORD0000858,CUST000254,delivered,2024-09-26 19:23:07,2024-09-27 07:23:07,2024-10-16 07:23:07
ORD0000859,CUST000312,delivered,2023-10-14 13:21:52,2023-10-16 12:21:52,2023-10-23 12:21:52
ORD0000860,CUST001751,delivered,2024-09-03 05:02:06,2024-09-03 06:02:06,2024-09-15 06:02:06
ORD0000861,CUST001033,delivered,2024-09-23 17:07:06,2024-09-23 19:07:06,2024-10-11 19:07:06
ORD0000862,CUST000319,delivered,2023-05-10 17:07:45,2023-05-10 21:07:45,2023-05-27 21:07:45
ORD0000863,CUST001603,delivered,2024-04-18 00:00:24,2024-04-19 00:00:24,2024-05-09 00:00:24
ORD0000864,CUST001461,delivered,2023-05-17 00:56:22,2023-05-18 22:56:22,2023-05-23 22:56:22
ORD0000865,CUST002012,delivered,2024-08-09 01:09:11,2024-08-09 04:09:11,2024-08-13 04:09:11
ORD0000866,CUST001387,delivered,2023-12-24 21:25:32,2023-12-26 07:25:32,2024-01-12 07:25:32
ORD0000867,CUST000955,delivered,2024-07-18 02:00:01,2024-07-19 04:00:01,2024-08-06 04:00:01
ORD0000868,CUST001182,canceled,2023-10-02 21:50:08,2023-10-04 12:50:08,
ORD0000869,CUST001072,shipped,2024-08-06 19:25:20,2024-08-07 12:25:20,
ORD0000870,CUST001648,delivered,28/10/2024 08:54,2024-10-29 16:54:55,2024-11-04 16:54:55
ORD0000871,CUST001237,delivered,2023-10-13 10:43:12,2023-10-14 06:43:12,2023-10-19 06:43:12
ORD0000872,CUST000644,delivered,2023-08-21 15:25:10,2023-08-22 15:25:10,2023-08-24 15:25:10
ORD0000873,CUST001587,shipped,2023-06-17 10:31:26,2023-06-18 14:31:26,
ORD0000874,CUST001329,delivered,2024-11-03 00:26:39,2024-11-04 14:26:39,2024-11-10 14:26:39
ORD0000875,CUST001850,delivered,2023-04-21 12:57:00,2023-04-21 14:57:00,2023-04-30 14:57:00
ORD0000876,CUST000760,delivered,2023-12-29 05:22:34,2023-12-31 03:22:34,2024-01-16 03:22:34
ORD0000877,CUST001940,delivered,2023-11-19 23:04:27,2023-11-20 03:04:27,2023-11-29 03:04:27
ORD0000878,CUST000108,delivered,2023-03-20 16:05:10,2023-03-21 11:05:10,2023-04-03 11:05:10
ORD0000879,CUST001786,canceled,2024-11-19 23:44:44,2024-11-21 17:44:44,
ORD0000880,CUST000977,delivered,03/10/2023 13:28,2023-10-04 22:28:25,2023-10-23 22:28:25
ORD0000881,CUST000138,invoiced,2024-10-20 00:28:42,2024-10-21 07:28:42,
ORD0000882,CUST000022,delivered,2024-12-17 03:03:05,2024-12-18 12:03:05,2024-12-25 12:03:05
ORD0000883,CUST000122,delivered,06/07/2024 07:57,2024-07-07 19:57:30,2024-07-17 19:57:30
ORD0000884,CUST000918,delivered,2024-02-09 17:50:27,2024-02-10 17:50:27,2024-02-12 17:50:27
ORD0000885,CUST001273,shipped,2023-12-24 12:26:44,2023-12-25 11:26:44,
ORD0000886,CUST000252,delivered,2024-09-14 07:53:49,2024-09-15 17:53:49,2024-10-05 17:53:49
ORD0000887,CUST000074,shipped,2023-12-03 15:18:50,2023-12-05 00:18:50,
ORD0000888,CUST000137,delivered,2024-08-04 17:12:12,2024-08-06 06:12:12,2024-08-24 06:12:12
ORD0000889,CUST001352,delivered,2024-10-02 13:45:50,2024-10-03 14:45:50,2024-10-15 14:45:50
ORD0000890,CUST000294,shipped,2024-05-08 09:04:25,2024-05-09 03:04:25,
ORD0000891,CUST000786,canceled,2023-03-14 09:10:48,2023-03-16 01:10:48,
ORD0000892,CUST001952,delivered,2023-02-04 04:28:10,2023-02-05 00:28:10,2023-02-07 00:28:10
ORD0000893,CUST000874,delivered,2023-05-31 10:09:48,2023-06-01 13:09:48,2023-06-07 13:09:48
ORD0000894,CUST002029,delivered,12/12/2024 12:48,2024-12-13 02:48:21,2024-12-15 02:48:21
ORD0000895,CUST000988,processing,2023-07-26 05:25:19,2023-07-28 04:25:19,
ORD0000896,CUST000233,delivered,11/12/2024 19:20,2024-12-12 06:20:04,2024-12-29 06:20:04
ORD0000897,CUST001742,delivered,2024-11-29 14:07:48,2024-11-30 12:07:48,2024-12-13 12:07:48
ORD0000898,CUST001122,invoiced,2024-03-24 04:52:10,2024-03-25 16:52:10,
ORD0000899,CUST001361,processing,2023-09-14 18:49:41,2023-09-16 11:49:41,
ORD0000900,CUST001065,delivered,2024-06-13 16:36:18,2024-06-15 14:36:18,2024-07-05 14:36:18
ORD0000901,CUST000463,processing,2024-08-27 12:29:27,2024-08-28 04:29:27,
ORD0000902,CUST000615,delivered,2023-07-31 09:57:43,2023-08-01 07:57:43,2023-08-19 07:57:43
ORD0000903,CUST001949,shipped,2023-11-11 08:19:27,2023-11-11 12:19:27,
ORD0000904,CUST001687,processing,2023-07-20 02:48:00,2023-07-20 09:48:00,
ORD0000905,CUST000950,delivered,2024-08-31 13:03:34,2024-09-01 04:03:34,2024-09-10 04:03:34
ORD0000906,CUST001035,canceled,2024-06-25 16:08:15,2024-06-27 03:08:15,
ORD0000907,CUST000678,shipped,2023-11-22 16:09:38,2023-11-24 05:09:38,
ORD0000908,CUST001587,delivered,2024-04-28 22:38:44,2024-04-30 05:38:44,2024-05-04 05:38:44
ORD0000909,CUST001669,canceled,2023-12-05 08:36:33,2023-12-06 10:36:33,
ORD0000910,CUST000242,delivered,2023-01-24 18:20:30,2023-01-25 16:20:30,2023-02-07 16:20:30
ORD0000911,CUST000438,delivered,2024-01-18 00:56:57,2024-01-19 02:56:57,2024-02-08 02:56:57
ORD0000912,CUST001250,processing,2023-08-11 12:08:34,2023-08-12 04:08:34,
ORD0000913,CUST000771,delivered,2024-04-09 11:11:43,2024-04-10 08:11:43,2024-04-30 08:11:43
ORD0000914,CUST000307,delivered,2023-03-05 22:22:27,2023-03-07 22:22:27,2023-03-09 22:22:27
ORD0000915,CUST002031,delivered,13/03/2023 16:52,2023-03-15 13:52:37,2023-03-21 13:52:37
ORD0000916,CUST002014,delivered,2023-01-26 09:17:08,2023-01-26 18:17:08,2023-02-06 18:17:08
ORD0000917,CUST001364,delivered,2024-12-14 02:19:05,2024-12-15 23:19:05,2024-12-28 23:19:05
ORD0000918,CUST000204,delivered,24/11/2024 12:29,2024-11-25 08:29:04,2024-12-07 08:29:04
ORD0000919,CUST001682,delivered,2023-01-31 16:35:20,2023-02-02 08:35:20,2023-02-04 08:35:20
ORD0000920,CUST001687,shipped,2024-11-27 18:20:18,2024-11-28 20:20:18,
ORD0000921,CUST000146,delivered,2024-04-05 21:13:17,2024-04-06 16:13:17,2024-04-24 16:13:17
ORD0000922,CUST000322,delivered,2023-02-20 10:36:58,2023-02-21 16:36:58,2023-03-03 16:36:58
ORD0000923,CUST001411,delivered,2023-03-16 15:48:36,2023-03-17 23:48:36,2023-03-26 23:48:36
ORD0000924,CUST001423,delivered,2023-09-21 01:02:07,2023-09-22 20:02:07,2023-09-29 20:02:07
ORD0000925,CUST001338,delivered,2024-01-31 06:08:02,2024-02-01 02:08:02,2024-02-12 02:08:02
ORD0000926,CUST001364,delivered,2024-09-18 18:56:02,2024-09-19 10:56:02,2024-09-30 10:56:02
ORD0000927,CUST000075,delivered,26/04/2023 12:21,2023-04-28 10:21:31,2023-05-04 10:21:31
ORD0000928,CUST000919,delivered,2023-04-02 10:25:30,2023-04-02 20:25:30,2023-04-07 20:25:30
ORD0000929,CUST001408,shipped,2023-08-08 09:43:13,2023-08-09 07:43:13,
ORD0000930,CUST000251,delivered,2024-01-10 01:36:51,2024-01-11 05:36:51,2024-01-26 05:36:51
ORD0000931,CUST000619,delivered,2024-06-05 16:17:23,2024-06-07 04:17:23,2024-06-27 04:17:23
ORD0000932,CUST000745,delivered,2024-01-03 13:36:52,2024-01-05 07:36:52,2024-01-08 07:36:52
ORD0000933,CUST001722,delivered,2023-02-21 07:21:39,2023-02-21 11:21:39,2023-02-24 11:21:39
ORD0000934,CUST001348,delivered,2023-05-25 21:46:36,2023-05-27 05:46:36,2023-06-12 05:46:36
ORD0000935,CUST000920,shipped,2024-10-31 23:33:08,2024-11-01 20:33:08,
ORD0000936,CUST001962,delivered,2024-07-03 10:36:12,2024-07-04 14:36:12,2024-07-16 14:36:12
ORD0000937,CUST001780,delivered,2024-06-27 14:14:50,2024-06-28 02:14:50,2024-06-30 02:14:50
ORD0000938,CUST000997,invoiced,2023-11-19 23:05:35,2023-11-20 05:05:35,
ORD0000939,CUST001050,delivered,2023-02-02 15:24:41,2023-02-03 00:24:41,2023-02-12 00:24:41
ORD0000940,CUST001476,invoiced,2024-12-05 17:25:35,2024-12-06 06:25:35,
ORD0000941,CUST001456,delivered,2023-01-08 03:58:08,2023-01-09 20:58:08,2023-01-22 20:58:08
ORD0000942,CUST000988,delivered,2023-09-19 21:29:14,2023-09-19 22:29:14,2023-09-24 22:29:14
ORD0000943,CUST000302,invoiced,2023-06-06 16:12:25,2023-06-07 06:12:25,
ORD0000944,CUST000560,delivered,2024-07-26 02:12:09,2024-07-28 02:12:09,2024-08-15 02:12:09
ORD0000945,CUST001897,canceled,2024-04-03 15:29:25,2024-04-05 07:29:25,
ORD0000946,CUST001974,delivered,2024-07-21 23:52:51,2024-07-22 02:52:51,2024-08-07 02:52:51
ORD0000947,CUST000582,delivered,2024-02-23 11:48:55,2024-02-24 17:48:55,2024-02-27 17:48:55
ORD0000948,CUST001698,delivered,2024-05-02 00:55:25,2024-05-02 05:55:25,2024-05-19 05:55:25
ORD0000949,CUST001171,canceled,2024-12-11 00:09:21,2024-12-12 15:09:21,
ORD0000950,CUST000542,delivered,2024-04-03 23:03:22,2024-04-04 14:03:22,2024-04-20 14:03:22
ORD0000951,CUST000520,delivered,2023-01-31 01:36:55,2023-01-31 16:36:55,2023-02-20 16:36:55
ORD0000952,CUST001949,delivered,2023-06-28 00:59:10,2023-06-28 03:59:10,2023-07-07 03:59:10
ORD0000953,CUST001963,delivered,02/01/2023 17:57,2023-01-03 21:57:02,2023-01-06 21:57:02
ORD0000954,CUST001924,processing,2024-02-20 17:55:31,2024-02-22 04:55:31,
ORD0000955,CUST001574,delivered,2024-07-23 03:27:06,2024-07-24 20:27:06,2024-08-04 20:27:06
ORD0000956,CUST001354,delivered,2024-03-26 15:16:08,2024-03-27 05:16:08,2024-04-15 05:16:08
ORD0000957,CUST001895,shipped,2024-10-26 06:42:54,2024-10-26 22:42:54,
ORD0000958,CUST001343,delivered,2023-09-13 05:18:46,2023-09-13 17:18:46,2023-10-02 17:18:46
ORD0000959,CUST001938,delivered,2023-03-03 21:17:05,2023-03-04 19:17:05,2023-03-13 19:17:05
ORD0000960,CUST000346,delivered,2024-12-24 04:37:33,2024-12-26 04:37:33,2025-01-05 04:37:33
ORD0000961,CUST000417,delivered,2023-11-19 18:53:29,2023-11-20 05:53:29,2023-12-05 05:53:29
ORD0000962,CUST001110,delivered,2024-08-17 06:21:41,2024-08-18 01:21:41,2024-08-29 01:21:41
ORD0000963,CUST001747,delivered,2023-03-01 04:57:04,2023-03-01 14:57:04,2023-03-06 14:57:04
ORD0000964,CUST001976,invoiced,2023-02-21 05:59:55,2023-02-21 23:59:55,
ORD0000965,CUST001024,shipped,2023-09-20 04:00:44,2023-09-20 12:00:44,
ORD0000966,CUST000250,shipped,2023-12-28 09:46:08,2023-12-29 18:46:08,
ORD0000967,CUST001615,delivered,2024-09-02 02:43:31,2024-09-02 08:43:31,2024-09-15 08:43:31
ORD0000968,CUST001935,delivered,2024-09-18 12:08:57,2024-09-19 01:08:57,2024-10-08 01:08:57
ORD0000969,CUST002031,delivered,10/12/2024 19:57,2024-12-12 11:57:19,2024-12-16 11:57:19
ORD0000970,CUST000397,delivered,2023-05-05 12:57:03,2023-05-06 22:57:03,2023-05-25 22:57:03
ORD0000971,CUST000061,canceled,2024-05-05 13:19:22,2024-05-06 12:19:22,
ORD0000972,CUST001653,delivered,2024-08-10 18:57:36,2024-08-11 22:57:36,2024-08-16 22:57:36
ORD0000973,CUST000389,processing,2023-06-14 22:40:37,2023-06-15 09:40:37,
ORD0000974,CUST001999,delivered,2024-03-31 10:26:22,2024-04-02 10:26:22,2024-04-06 10:26:22
ORD0000975,CUST001578,delivered,2024-05-25 07:50:49,2024-05-26 15:50:49,2024-06-14 15:50:49
ORD0000976,CUST000074,delivered,2023-10-14 12:15:00,2023-10-15 01:15:00,2023-10-18 01:15:00
ORD0000977,CUST001328,delivered,2023-10-04 01:32:10,2023-10-04 03:32:10,2023-10-17 03:32:10
ORD0000978,CUST001765,shipped,2023-01-06 18:39:02,2023-01-07 15:39:02,
ORD0000979,CUST001149,delivered,2023-03-16 13:08:51,2023-03-18 04:08:51,2023-04-05 04:08:51
ORD0000980,CUST001129,delivered,2024-01-03 17:22:16,2024-01-05 01:22:16,2024-01-24 01:22:16
ORD0000981,CUST000503,delivered,2024-04-30 09:50:52,2024-04-30 12:50:52,2024-05-12 12:50:52
ORD0000982,CUST001758,processing,2023-08-16 22:19:44,2023-08-17 01:19:44,
ORD0000983,CUST001425,canceled,2024-05-31 09:12:40,2024-05-31 18:12:40,
ORD0000984,CUST001740,delivered,2023-04-29 20:48:43,2023-04-30 14:48:43,2023-05-12 14:48:43
ORD0000985,CUST001020,delivered,2024-02-17 09:51:18,2024-02-18 09:51:18,2024-02-22 09:51:18
ORD0000986,CUST000671,delivered,2023-01-18 15:45:34,2023-01-18 17:45:34,2023-01-29 17:45:34
ORD0000987,CUST000742,delivered,2023-04-17 17:46:57,2023-04-19 03:46:57,2023-04-24 03:46:57
ORD0000988,CUST000651,invoiced,2024-08-19 12:32:05,2024-08-20 10:32:05,
ORD0000989,CUST000474,delivered,14/06/2023 21:45,2023-06-16 11:45:14,2023-06-20 11:45:14
ORD0000990,CUST001869,delivered,2024-08-13 19:15:11,2024-08-15 07:15:11,2024-09-03 07:15:11
ORD0000991,CUST001782,processing,2024-03-02 08:55:04,2024-03-03 21:55:04,
ORD0000992,CUST000205,delivered,2024-03-05 00:51:44,2024-03-06 19:51:44,2024-03-17 19:51:44
ORD0000993,CUST001881,shipped,2023-02-01 15:24:02,2023-02-02 11:24:02,
ORD0000994,CUST000280,delivered,16/09/2023 20:32,2023-09-17 14:32:19,2023-09-20 14:32:19
ORD0000995,CUST000218,canceled,2024-04-01 22:47:10,2024-04-01 23:47:10,
ORD0000996,CUST001109,delivered,2024-09-20 18:11:04,2024-09-21 18:11:04,2024-10-05 18:11:04
ORD0000997,CUST000167,delivered,2024-12-30 20:28:45,2025-01-01 08:28:45,2025-01-10 08:28:45
ORD0000998,CUST001291,delivered,2024-12-14 03:48:05,2024-12-15 16:48:05,2024-12-20 16:48:05
ORD0000999,CUST000346,delivered,2024-07-20 00:51:34,2024-07-21 22:51:34,2024-07-27 22:51:34
ORD0001000,CUST000488,processing,2024-06-14 01:45:18,2024-06-15 10:45:18,
ORD0001001,CUST001627,delivered,2024-02-11 04:57:46,2024-02-11 22:57:46,2024-03-02 22:57:46
ORD0001002,CUST000487,processing,18/01/2024 15:42,2024-01-20 03:42:50,
ORD0001003,CUST001689,delivered,2024-06-01 23:35:12,2024-06-03 00:35:12,2024-06-11 00:35:12
ORD0001004,CUST001865,delivered,2023-11-11 04:48:37,2023-11-12 18:48:37,2023-11-27 18:48:37
ORD0001005,CUST000522,delivered,2024-04-23 18:14:46,2024-04-24 02:14:46,2024-05-09 02:14:46
ORD0001006,CUST000391,delivered,2023-03-31 00:29:55,2023-04-01 02:29:55,2023-04-21 02:29:55
ORD0001007,CUST000245,delivered,2024-03-23 20:54:05,2024-03-24 08:54:05,2024-04-13 08:54:05
ORD0001008,CUST000511,delivered,2024-07-06 07:16:18,2024-07-06 10:16:18,2024-07-15 10:16:18
ORD0001009,CUST000272,shipped,2024-06-15 07:57:17,2024-06-16 09:57:17,
