order_id,order_item_id,product_id,seller_id,price,freight_value
ORD0000601,2,PROD00053,SELL00104,182.04,42.91
ORD0000602,1,PROD00236,SELL00126,433.75,25.14
ORD0000603,1,PROD00106,SELL00079,89.38,19.13
ORD0000603,2,PROD00112,SELL00142,30.8,35.12
ORD0000604,1,PROD00251,SELL00049,188.33,38.38
ORD0000605,1,PROD00186,SELL00008,93.54,9.51
ORD0000606,1,PROD00000,SELL00046,676.85,27.7
ORD0000607,1,PROD00133,SELL00003,87.36,52.52
ORD0000607,2,PROD00196,SELL00064,744.61,43.72
ORD0000608,1,PROD00292,SELL00087,883.2,31.47
ORD0000608,2,PROD00195,SELL00146,348.89,41.65
ORD0000608,3,PROD00018,SELL00100,115.07,49.05
ORD0000609,1,PROD00114,SELL00014,333.71,48.91
ORD0000610,1,PROD00136,SELL00120,102.07,51.43
ORD0000611,1,PROD00100,SELL00125,425.45,11.52
ORD0000612,1,PROD00238,SELL00052,566.46,15.06
ORD0000613,1,PROD00217,SELL00104,462.36,42.83
ORD0000614,1,PROD00032,SELL00134,315.19,38.27
ORD0000614,2,PROD00193,SELL00122,777.07,49.98
ORD0000615,1,PROD00099,SELL00105,253.59,53.6
ORD0000616,1,PROD00202,SELL00108,797.57,47.09
ORD0000617,1,PROD00135,SELL00132,405.46,45.78
ORD0000618,1,PROD00135,SELL00020,320.39,51.31
ORD0000619,1,PROD00129,SELL00009,647.94,12.13
ORD0000620,1,PROD00086,SELL00001,507.55,20.01
ORD0000621,1,PROD00116,SELL00066,306.06,6.48
ORD0000622,1,PROD00016,SELL00123,477.13,25.6
ORD0000622,2,PROD00273,SELL00103,526.41,15.26
ORD0000622,3,PROD00194,SELL00134,48.08,55.53
ORD0000623,1,PROD00107,SELL00070,87.65,5.07
ORD0000624,1,PROD00131,SELL00080,101.89,49.12
ORD0000625,1,PROD00272,SELL00148,394.27,16.12
ORD0000626,1,PROD00218,SELL00100,778.65,46.01
ORD0000627,1,PROD00248,SELL00146,561.1,19.55
ORD0000627,2,PROD00027,SELL00147,262.37,49.86
ORD0000627,3,PROD00091,SELL00111,49.88,49.23
ORD0000628,1,PROD00200,SELL00132,243.41,53.46
ORD0000628,2,PROD00103,SELL00060,778.01,6.2
ORD0000628,3,PROD00164,SELL00095,249.84,57.06
ORD0000629,1,PROD00176,SELL00046,374.71,15.22
ORD0000630,1,PROD00240,SELL00120,63.71,9.69
ORD0000630,2,PROD00061,SELL00046,222.75,44.53
ORD0000631,1,PROD00065,SELL00118,235.56,37.9
ORD0000631,2,PROD00052,SELL00053,819.11,18.67
ORD0000631,3,PROD00004,SELL00129,702.77,5.64
ORD0000632,1,PROD00207,SELL00093,115.9,6.65
ORD0000632,2,PROD00018,SELL00135,192.34,34.58
ORD0000633,1,PROD00262,SELL00002,212.82,33.46
ORD0000634,1,PROD00168,SELL00001,782.4,53.27
ORD0000635,1,PROD00005,SELL00115,503.03,50.05
ORD0000636,1,PROD00131,SELL00021,390.84,45.93
ORD0000636,2,PROD00136,SELL00068,800.89,35.3
ORD0000637,1,PROD00110,SELL00047,874.73,6.85
ORD0000637,2,PROD00002,SELL00087,147.42,39.06
ORD0000637,3,PROD00185,SELL00009,809.95,38.39
ORD0000638,1,PROD00112,SELL00042,820.03,24.7
ORD0000638,2,PROD00001,SELL00007,401.65,40.35
ORD0000639,1,PROD00030,SELL00118,195.45,13.98
ORD0000640,1,PROD00182,SELL00142,878.89,22.95
ORD0000640,2,PROD00040,SELL00136,134.53,7.14
ORD0000640,3,PROD00264,SELL00014,277.75,53.1
ORD0000641,1,PROD00028,SELL00088,274.52,20.83
ORD0000642,1,PROD00248,SELL00052,532.25,33.9
ORD0000642,2,PROD00168,SELL00083,220.56,50.64
ORD0000642,3,PROD00080,SELL00048,690.47,52.87
ORD0000643,1,PROD00181,SELL00025,458.85,15.16
ORD0000644,1,PROD00270,SELL00020,309.42,23.61
ORD0000644,2,PROD00262,SELL00108,657.76,51.88
ORD0000645,1,PROD00256,SELL00026,610.83,23.62
ORD0000645,2,PROD00262,SELL00149,668.01,53.66
ORD0000645,3,PROD00261,SELL00065,266.32,44.15
ORD0000646,1,PROD00211,SELL00092,318.44,24.38
ORD0000646,2,PROD00107,SELL00085,462.29,9.28
ORD0000646,3,PROD00068,SELL00114,400.29,23.14
ORD0000647,1,PROD00252,SELL00147,787.65,25.35
ORD0000647,2,PROD00111,SELL00037,767.76,45.52
ORD0000647,3,PROD00240,SELL00004,449.08,44.09
ORD0000648,1,PROD00145,SELL00079,516.48,45.55
ORD0000648,2,PROD00054,SELL00033,185.66,36.0
ORD0000648,3,PROD00250,SELL00084,333.87,17.15
ORD0000649,1,PROD00220,SELL00005,344.19,11.82
ORD0000649,2,PROD00078,SELL00123,363.5,15.85
ORD0000649,3,PROD00188,SELL00051,255.81,32.3
ORD0000649,4,PROD00028,SELL00093,309.29,18.24
ORD0000650,1,PROD00186,SELL00047,862.72,28.32
ORD0000651,1,PROD00190,SELL00123,632.33,52.34
ORD0000651,2,PROD00286,SELL00091,685.08,21.58
ORD0000651,3,PROD00015,SELL00013,271.3,9.37
ORD0000651,4,PROD00241,SELL00040,93.11,44.5
ORD0000652,1,PROD00196,SELL00062,784.5,41.75
ORD0000653,1,PROD00265,SELL00139,321.63,42.36
ORD0000654,1,PROD00282,SELL00020,92.52,25.32
ORD0000655,1,PROD00024,SELL00048,620.42,45.35
ORD0000656,1,PROD00255,SELL00047,819.49,41.61
ORD0000656,2,PROD00229,SELL00016,507.94,38.82
ORD0000656,3,PROD00230,SELL00105,697.8,28.78
ORD0000656,4,PROD00069,SELL00139,216.9,33.19
ORD0000657,1,PROD00207,SELL00123,257.4,45.04
ORD0000658,1,PROD00237,SELL00049,692.08,47.07
ORD0000659,1,PROD00122,SELL00083,471.17,42.57
ORD0000659,2,PROD00154,SELL00145,160.1,26.35
ORD0000660,1,PROD00131,SELL00055,884.55,36.3
ORD0000661,1,PROD00169,SELL00103,286.65,12.93
ORD0000662,1,PROD00193,SELL00149,685.41,51.58
ORD0000663,1,PROD00198,SELL00132,66.75,54.36
ORD0000663,2,PROD00071,SELL00037,226.16,47.47
ORD0000663,3,PROD00069,SELL00143,446.57,15.22
ORD0000664,1,PROD00285,SELL00013,883.21,42.15
ORD0000665,1,PROD00154,SELL00133,867.56,32.27
ORD0000666,1,PROD00167,SELL00083,611.34,29.71
ORD0000666,2,PROD00190,SELL00117,-5.67,35.89
ORD0000666,3,PROD00067,SELL00122,589.88,19.36
ORD0000666,4,PROD00109,SELL00057,157.29,7.0
ORD0000667,1,PROD00098,SELL00064,167.94,8.38
ORD0000668,1,PROD00226,SELL00025,780.16,12.55
ORD0000668,2,PROD00294,SELL00135,319.27,56.92
ORD0000668,3,PROD00191,SELL00060,209.08,53.35
ORD0000668,4,PROD00044,SELL00048,821.97,50.81
ORD0000669,1,PROD00216,SELL00052,175.59,31.95
ORD0000670,1,PROD00065,SELL00140,95.15,27.12
ORD0000670,2,PROD00258,SELL00019,665.54,32.01
ORD0000671,1,PROD00270,SELL00117,811.06,40.99
ORD0000672,1,PROD00208,SELL00005,306.94,12.3
ORD0000673,1,PROD00219,SELL00028,723.48,16.86
ORD0000674,1,PROD00159,SELL00001,568.38,31.35
ORD0000675,1,PROD00020,SELL00002,539.75,13.42
ORD0000675,2,PROD00205,SELL00116,265.78,49.2
ORD0000676,1,PROD00228,SELL00039,48.82,18.52
ORD0000677,1,PROD00044,SELL00108,375.9,26.9
ORD0000678,1,PROD00211,SELL00086,463.97,28.02
ORD0000679,1,PROD00076,SELL00035,805.78,42.09
ORD0000680,1,PROD00073,SELL00080,110.23,5.42
ORD0000680,2,PROD00223,SELL00010,389.28,5.15
ORD0000680,3,PROD00036,SELL00021,630.96,10.02
ORD0000681,1,PROD00092,SELL00093,721.4,15.32
ORD0000681,2,PROD00118,SELL00094,252.55,20.5
ORD0000681,3,PROD00041,SELL00107,304.35,49.97
ORD0000682,1,PROD00055,SELL00058,38.44,19.93
ORD0000682,2,PROD00270,SELL00084,667.8,36.54
ORD0000683,1,PROD00033,SELL00078,494.39,6.8
ORD0000684,1,PROD00145,SELL00093,653.73,17.33
ORD0000685,1,PROD98896,SELL00094,632.81,15.64
ORD0000685,2,PROD00295,SELL00072,116.27,47.41
ORD0000686,1,PROD00075,SELL00118,19.44,58.17
ORD0000687,1,PROD00174,SELL00043,501.0,42.4
ORD0000688,1,PROD00289,SELL00023,409.58,51.23
ORD0000688,2,PROD00055,SELL00113,343.63,24.5
ORD0000688,3,PROD00121,SELL00144,222.59,46.99
ORD0000689,1,PROD00185,SELL00021,699.16,38.36
ORD0000690,1,PROD00249,SELL00096,265.79,32.48
ORD0000691,1,PROD00153,SELL00089,636.64,49.08
ORD0000691,2,PROD00181,SELL00085,518.03,56.23
ORD0000692,1,PROD00195,SELL00001,523.03,26.56
ORD0000693,1,PROD00164,SELL00046,410.55,36.95
ORD0000694,1,PROD00196,SELL00016,117.84,28.99
ORD0000695,1,PROD00112,SELL00000,532.9,8.74
ORD0000696,1,PROD00034,SELL00012,53.5,15.8
ORD0000696,2,PROD00086,SELL00088,836.77,49.12
ORD0000697,1,PROD00251,SELL00012,85.22,41.91
ORD0000698,1,PROD00051,SELL00085,389.75,41.08
ORD0000698,2,PROD00156,SELL00125,410.04,39.97
ORD0000699,1,PROD00288,SELL00042,142.77,24.48
ORD0000700,1,PROD00188,SELL00145,840.94,41.46
ORD0000700,2,PROD00089,SELL00012,451.33,10.82
ORD0000700,3,PROD00268,SELL00121,178.23,34.77
ORD0000701,1,PROD00254,SELL00115,849.95,20.52
ORD0000701,2,PROD00170,SELL00078,202.28,17.94
ORD0000702,1,PROD00063,SELL00037,697.89,51.33
ORD0000702,2,PROD00194,SELL00109,579.87,11.77
ORD0000703,1,PROD00291,SELL00149,521.82,16.6
ORD0000704,1,PROD00125,SELL00122,505.46,7.18
ORD0000705,1,PROD00244,SELL00060,303.09,23.23
ORD0000706,1,PROD00141,SELL00125,235.59,32.73
ORD0000707,1,PROD00100,SELL00094,118.68,17.69
ORD0000707,2,PROD00070,SELL00021,401.94,30.3
ORD0000708,1,PROD95002,SELL00070,620.14,49.61
ORD0000708,2,PROD00028,SELL00123,626.42,32.22
ORD0000708,3,PROD00040,SELL00052,75.91,11.9
ORD0000709,1,PROD00179,SELL00019,71.05,23.17
ORD0000710,1,PROD00235,SELL00069,468.76,45.32
ORD0000710,2,PROD00191,SELL00090,892.61,15.25
ORD0000710,3,PROD00295,SELL00137,345.94,50.47
ORD0000711,1,PROD00161,SELL00102,519.54,19.98
ORD0000712,1,PROD00136,SELL00015,709.31,8.71
ORD0000712,2,PROD00242,SELL00049,320.34,51.28
ORD0000713,1,PROD99594,SELL00129,495.57,40.22
ORD0000713,2,PROD00058,SELL00039,688.67,52.45
ORD0000713,3,PROD00164,SELL00078,718.85,53.83
ORD0000713,4,PROD00255,SELL00048,276.52,25.32
ORD0000714,1,PROD00210,SELL00041,351.97,21.6
ORD0000715,1,PROD00083,SELL93914,865.65,50.68
ORD0000715,2,PROD00199,SELL00043,138.14,18.75
ORD0000715,3,PROD00042,SELL00063,603.0,17.6
ORD0000716,1,PROD00174,SELL00066,430.23,7.73
ORD0000716,2,PROD00127,SELL00134,769.28,9.23
ORD0000716,3,PROD00183,SELL00048,310.09,9.1
ORD0000717,1,PROD00000,SELL00042,268.95,10.87
ORD0000717,2,PROD00263,SELL00086,398.05,41.55
ORD0000718,1,PROD00138,SELL00055,609.86,28.91
ORD0000718,2,PROD00071,SELL00017,302.48,28.71
ORD0000719,1,PROD00050,SELL00121,498.34,36.12
ORD0000720,1,PROD00091,SELL00149,777.78,40.37
ORD0000721,1,PROD00138,SELL00074,107.94,5.38
ORD0000722,1,PROD00203,SELL00148,178.61,11.65
ORD0000722,2,PROD00078,SELL92977,747.58,50.14
ORD0000722,3,PROD00021,SELL00129,585.38,43.6
ORD0000723,1,PROD00266,SELL00093,565.47,34.91
ORD0000723,2,PROD00095,SELL00031,229.99,26.21
ORD0000723,3,PROD00052,SELL00079,861.27,43.16
ORD0000723,4,PROD00160,SELL00038,650.1,35.79
ORD0000724,1,PROD00264,SELL00035,203.68,24.76
ORD0000725,1,PROD00120,SELL00139,233.03,44.34
ORD0000726,1,PROD00128,SELL00100,434.09,9.49
ORD0000727,1,PROD93284,SELL00064,151.34,34.53
ORD0000727,2,PROD00229,SELL00007,286.63,12.4
ORD0000728,1,PROD00274,SELL00109,640.31,55.05
ORD0000729,1,PROD00255,SELL00034,76.68,29.69
ORD0000729,2,PROD00026,SELL00055,631.97,53.54
ORD0000729,3,PROD00252,SELL00037,262.35,30.41
ORD0000729,4,PROD00093,SELL00074,797.87,29.03
ORD0000730,1,PROD00106,SELL00124,898.2,28.89
ORD0000730,2,PROD00119,SELL00081,632.29,17.07
ORD0000730,3,PROD00086,SELL00130,523.04,54.93
ORD0000730,4,PROD00085,SELL00117,498.76,28.46
ORD0000731,1,PROD00020,SELL00059,323.43,55.27
ORD0000731,2,PROD00266,SELL00094,525.04,8.89
ORD0000731,3,PROD00296,SELL00020,589.11,22.53
ORD0000732,1,PROD00003,SELL00000,451.0,25.62
ORD0000733,1,PROD00152,SELL00147,552.29,48.58
ORD0000733,2,PROD00233,SELL00106,636.77,27.8
ORD0000734,1,PROD00166,SELL00091,74.83,47.96
ORD0000735,1,PROD00087,SELL00094,528.5,23.52
ORD0000736,1,PROD00017,SELL00017,322.31,10.29
ORD0000736,2,PROD00181,SELL00025,32.96,27.59
ORD0000736,3,PROD00117,SELL00109,214.05,46.6
ORD0000737,1,PROD00015,SELL00125,221.14,53.56
ORD0000738,1,PROD00214,SELL00124,760.42,48.28
ORD0000739,1,PROD00101,SELL00044,202.57,50.4
ORD0000739,2,PROD00225,SELL00134,736.15,40.96
ORD0000739,3,PROD00157,SELL00081,790.72,57.48
ORD0000739,4,PROD00225,SELL00148,386.47,46.66
ORD0000740,1,PROD00156,SELL00052,222.26,59.34
ORD0000740,2,PROD00257,SELL00061,57.82,28.76
ORD0000740,3,PROD00297,SELL00006,33.71,49.77
ORD0000741,1,PROD00213,SELL00095,646.48,42.26
ORD0000742,1,PROD00155,SELL00064,31.02,9.8
ORD0000743,1,PROD00032,SELL00140,428.72,29.51
ORD0000744,1,PROD00144,SELL00146,435.54,55.31
ORD0000745,1,PROD00143,SELL00079,601.12,19.07
ORD0000745,2,PROD00066,SELL00105,331.39,52.89
ORD0000746,1,PROD00033,SELL95788,108.27,11.71
ORD0000747,1,PROD00292,SELL00012,651.37,46.79
ORD0000748,1,PROD00118,SELL00091,386.6,52.33
ORD0000748,2,PROD00043,SELL00019,642.49,49.04
ORD0000749,1,PROD00283,SELL00141,816.44,50.27
ORD0000749,2,PROD00224,SELL00016,203.69,31.42
ORD0000750,1,PROD00274,SELL00146,208.55,30.11
ORD0000751,1,PROD00243,SELL00070,331.41,37.28
ORD0000752,1,PROD00261,SELL00021,584.13,48.47
ORD0000752,2,PROD00058,SELL00007,453.68,58.6
ORD0000753,1,PROD00020,SELL00027,319.47,31.65
ORD0000753,2,PROD00098,SELL00027,692.74,34.66
ORD0000754,1,PROD00016,SELL00071,746.14,38.05
ORD0000754,2,PROD00229,SELL00144,291.32,6.71
ORD0000755,1,PROD00233,SELL91893,667.5,57.99
ORD0000756,1,PROD00142,SELL00088,329.45,40.69
ORD0000757,1,PROD00136,SELL00009,410.56,56.65
ORD0000757,2,PROD00211,SELL00128,788.23,34.59
ORD0000758,1,PROD00069,SELL00027,688.33,6.72
ORD0000758,2,PROD00004,SELL00005,694.34,39.02
ORD0000758,3,PROD00063,SELL00075,368.15,42.84
ORD0000758,4,PROD00007,SELL00071,94.25,53.82
ORD0000759,1,PROD00209,SELL00133,382.31,57.31
ORD0000759,2,PROD00149,SELL00127,62.67,19.23
ORD0000759,3,PROD00058,SELL00030,456.75,30.64
ORD0000759,4,PROD00167,SELL00012,626.61,41.28
ORD0000760,1,PROD00068,SELL00096,596.77,47.5
ORD0000760,2,PROD00247,SELL00065,544.54,49.6
ORD0000761,1,PROD00133,SELL00058,466.85,10.56
ORD0000762,1,PROD00256,SELL00146,136.93,27.22
ORD0000762,2,PROD00011,SELL00135,117.78,56.1
ORD0000763,1,PROD00147,SELL00063,84.43,19.54
ORD0000764,1,PROD00261,SELL00042,422.61,37.71
ORD0000765,1,PROD00138,SELL00117,250.92,45.09
ORD0000766,1,PROD00240,SELL00084,196.79,12.59
ORD0000766,2,PROD00079,SELL00018,741.14,19.18
ORD0000766,3,PROD00013,SELL00007,347.37,31.88
ORD0000767,1,PROD00027,SELL00092,785.22,14.71
ORD0000768,1,PROD00217,SELL00112,591.95,57.04
ORD0000769,1,PROD00135,SELL00080,699.61,11.6
ORD0000770,1,PROD00292,SELL00079,250.32,12.79
ORD0000771,1,PROD00168,SELL00112,689.14,59.82
ORD0000772,1,PROD00065,SELL00094,63.32,10.86
ORD0000772,2,PROD00159,SELL00046,721.07,12.35
ORD0000772,3,PROD00117,SELL00130,59.71,16.34
ORD0000772,4,PROD00170,SELL00043,462.01,6.66
ORD0000773,1,PROD00254,SELL00130,88.25,42.74
ORD0000773,2,PROD00108,SELL00075,821.64,24.7
ORD0000773,3,PROD00252,SELL00064,263.79,55.04
ORD0000774,1,PROD00017,SELL00072,-21.58,7.68
ORD0000775,1,PROD00199,SELL00111,121.96,45.79
ORD0000775,2,PROD00106,SELL00058,708.69,49.86
ORD0000775,3,PROD00148,SELL00097,28.32,10.54
ORD0000776,1,PROD00239,SELL00092,235.32,58.78
ORD0000776,2,PROD00022,SELL00111,63.7,50.86
ORD0000776,3,PROD00113,SELL00064,427.07,29.22
ORD0000777,1,PROD00053,SELL00075,189.05,42.71
ORD0000777,2,PROD00190,SELL00059,676.97,58.82
ORD0000777,3,PROD00260,SELL00066,853.38,56.58
ORD0000777,4,PROD00079,SELL00062,390.27,48.25
ORD0000778,1,PROD00134,SELL00078,547.9,46.17
ORD0000778,2,PROD00233,SELL00029,164.14,44.88
ORD0000778,3,PROD00147,SELL00036,401.01,10.86
ORD0000779,1,PROD00143,SELL00041,199.72,58.07
ORD0000779,2,PROD00066,SELL00026,420.79,55.5
ORD0000779,3,PROD00141,SELL00071,658.18,26.42
ORD0000780,1,PROD00193,SELL00020,861.63,58.07
ORD0000781,1,PROD00067,SELL00041,43.6,47.62
ORD0000781,2,PROD00182,SELL00134,879.7,57.11
ORD0000781,3,PROD00215,SELL00069,172.38,39.37
ORD0000781,4,PROD00117,SELL00116,182.14,48.31
ORD0000782,1,PROD00214,SELL00148,176.43,50.37
ORD0000783,1,PROD00000,SELL00042,70.16,15.65
ORD0000784,1,PROD00267,SELL00145,603.07,26.05
ORD0000785,1,PROD00254,SELL00091,433.9,11.13
ORD0000785,2,PROD00286,SELL00049,68.19,29.92
ORD0000785,3,PROD00185,SELL00053,758.65,30.69
ORD0000786,1,PROD00066,SELL00049,801.19,20.13
ORD0000786,2,PROD00174,SELL00040,618.98,29.96
ORD0000786,3,PROD00013,SELL00105,494.16,6.02
ORD0000787,1,PROD00287,SELL00122,85.9,13.61
ORD0000788,1,PROD00142,SELL00062,540.53,40.37
ORD0000789,1,PROD00120,SELL00083,731.42,54.88
ORD0000790,1,PROD00179,SELL00092,406.38,39.16
ORD0000791,1,PROD00282,SELL00014,716.89,52.5
ORD0000792,1,PROD00172,SELL95582,118.27,17.16
ORD0000793,1,PROD00216,SELL00089,468.85,47.98
ORD0000794,1,PROD00002,SELL00147,680.12,21.7
ORD0000794,2,PROD00224,SELL00063,357.74,39.21
ORD0000795,1,PROD00219,SELL00026,490.66,11.87
ORD0000796,1,PROD00115,SELL00069,691.14,22.82
ORD0000797,1,PROD00205,SELL00124,790.2,19.34
ORD0000797,2,PROD00103,SELL00073,104.79,48.13
ORD0000797,3,PROD00193,SELL00008,402.94,54.19
ORD0000797,4,PROD00214,SELL00092,484.18,29.56
ORD0000798,1,PROD00202,SELL00111,417.28,13.32
ORD0000798,2,PROD00258,SELL00060,591.18,29.75
ORD0000798,3,PROD00232,SELL00018,870.54,20.33
ORD0000798,4,PROD00220,SELL00091,611.35,37.87
ORD0000799,1,PROD00126,SELL00112,-48.04,19.87
ORD0000799,2,PROD00102,SELL00017,723.5,51.09
ORD0000799,3,PROD00091,SELL00035,683.5,50.85
ORD0000799,4,PROD00112,SELL00040,427.86,16.46
ORD0000800,1,PROD00199,SELL00047,890.12,13.49
ORD0000801,1,PROD00234,SELL00147,320.44,37.28
ORD0000802,1,PROD00174,SELL00097,27.45,36.92
ORD0000803,1,PROD00170,SELL00137,199.34,40.93
ORD0000803,2,PROD00015,SELL00068,75.03,55.06
ORD0000803,3,PROD00173,SELL00032,533.49,22.77
ORD0000804,1,PROD00227,SELL00112,736.47,6.52
ORD0000805,1,PROD00255,SELL00096,98.29,20.29
ORD0000806,1,PROD00026,SELL00020,659.22,41.33
ORD0000806,2,PROD00145,SELL00143,399.44,41.32
ORD0000806,3,PROD00195,SELL00117,398.53,53.12
ORD0000807,1,PROD00154,SELL00083,236.82,25.61
ORD0000807,2,PROD00268,SELL00138,654.65,21.92
ORD0000807,3,PROD00185,SELL00016,233.02,44.92
ORD0000808,1,PROD00106,SELL00146,163.0,39.81
ORD0000809,1,PROD00299,SELL00134,808.28,49.95
ORD0000809,2,PROD00012,SELL93013,198.24,58.34
ORD0000810,1,PROD00261,SELL00089,383.62,55.8
ORD0000811,1,PROD00136,SELL00118,-34.22,25.89
ORD0000812,1,PROD00295,SELL00025,367.56,50.03
ORD0000813,1,PROD00230,SELL00102,839.57,49.9
ORD0000814,1,PROD00246,SELL00011,510.2,11.91
ORD0000815,1,PROD00071,SELL00079,303.18,22.64
ORD0000815,2,PROD00031,SELL00137,472.17,34.11
ORD0000816,1,PROD00239,SELL00070,136.05,5.27
ORD0000817,1,PROD00020,SELL00043,539.37,34.49
ORD0000817,2,PROD00269,SELL00070,40.78,25.89
ORD0000818,1,PROD00221,SELL00009,228.62,49.01
ORD0000819,1,PROD00278,SELL00145,740.38,18.15
ORD0000820,1,PROD00057,SELL00130,243.83,6.18
ORD0000820,2,PROD00165,SELL00127,294.51,12.34
ORD0000820,3,PROD00201,SELL00019,255.97,27.66
ORD0000821,1,PROD00267,SELL00018,844.24,57.67
ORD0000822,1,PROD00045,SELL00084,320.6,26.86
ORD0000823,1,PROD00126,SELL00052,728.92,34.84
ORD0000823,2,PROD00275,SELL00064,70.68,40.93
ORD0000824,1,PROD00023,SELL00149,893.84,47.62
ORD0000825,1,PROD00217,SELL00078,574.0,28.15
ORD0000826,1,PROD00274,SELL00110,477.34,24.9
ORD0000826,2,PROD00234,SELL00123,512.38,51.12
ORD0000827,1,PROD00002,SELL00126,733.64,38.37
ORD0000828,1,PROD00065,SELL00048,490.52,41.32
ORD0000828,2,PROD00063,SELL00093,576.78,36.47
ORD0000829,1,PROD00195,SELL00078,735.7,44.77
ORD0000829,2,PROD00018,SELL00086,388.17,16.94
ORD0000829,3,PROD00180,SELL00039,266.17,45.25
ORD0000830,1,PROD00046,SELL00003,219.07,40.38
ORD0000831,1,PROD00269,SELL00016,608.48,54.17
ORD0000831,2,PROD00270,SELL00088,53.75,20.4
ORD0000831,3,PROD00108,SELL00063,847.98,33.35
ORD0000831,4,PROD00289,SELL00119,-3.61,19.57
ORD0000832,1,PROD00006,SELL00024,605.55,14.56
ORD0000833,1,PROD00066,SELL00125,432.4,40.37
ORD0000833,2,PROD00131,SELL00016,399.34,29.41
ORD0000834,1,PROD00285,SELL00073,426.56,10.35
ORD0000835,1,PROD00126,SELL00147,672.93,12.01
ORD0000836,1,PROD00071,SELL00088,62.29,40.29
ORD0000837,1,PROD00127,SELL00111,150.16,39.03
ORD0000838,1,PROD00169,SELL00073,732.9,31.02
ORD0000838,2,PROD00289,SELL00033,546.59,38.2
ORD0000838,3,PROD00057,SELL00028,141.65,29.29
ORD0000838,4,PROD00185,SELL00022,854.45,49.11
ORD0000839,1,PROD00095,SELL00008,751.48,43.84
ORD0000839,2,PROD00166,SELL00011,13.33,20.19
ORD0000840,1,PROD00200,SELL00064,197.04,13.82
ORD0000841,1,PROD00047,SELL00040,624.02,58.93
ORD0000841,2,PROD00237,SELL00042,828.57,57.67
ORD0000841,3,PROD00163,SELL00130,51.69,39.5
ORD0000842,1,PROD00163,SELL00027,60.08,55.38
ORD0000842,2,PROD00111,SELL00011,533.22,54.47
ORD0000842,3,PROD00071,SELL00108,584.3,31.17
ORD0000842,4,PROD00206,SELL00105,117.23,14.11
ORD0000843,1,PROD00123,SELL00107,577.47,17.11
ORD0000843,2,PROD00181,SELL00105,771.45,34.06
ORD0000843,3,PROD00171,SELL00105,663.91,23.31
ORD0000843,4,PROD00160,SELL00017,737.59,33.31
ORD0000844,1,PROD00202,SELL00098,329.39,49.94
ORD0000844,2,PROD00167,SELL00003,47.08,56.07
ORD0000845,1,PROD00112,SELL00080,146.47,36.32
ORD0000845,2,PROD00131,SELL00022,17.65,13.79
ORD0000845,3,PROD00047,SELL00086,324.18,55.48
ORD0000846,1,PROD00066,SELL00101,377.66,20.02
ORD0000846,2,PROD00157,SELL00047,560.66,30.95
ORD0000846,3,PROD00249,SELL00143,136.94,5.89
ORD0000847,1,PROD00159,SELL00048,549.34,14.14
ORD0000848,1,PROD00156,SELL00034,505.62,6.41
ORD0000849,1,PROD00168,SELL00013,829.72,30.73
ORD0000849,2,PROD00150,SELL00103,417.44,39.3
ORD0000850,1,PROD00159,SELL00110,882.58,25.75
ORD0000850,2,PROD00220,SELL00001,615.11,36.08
ORD0000850,3,PROD00258,SELL00091,815.73,5.9
ORD0000850,4,PROD00171,SELL00109,156.9,31.22
ORD0000851,1,PROD00074,SELL00036,301.28,45.39
ORD0000852,1,PROD00211,SELL00042,431.38,8.02
ORD0000853,1,PROD00123,SELL00064,788.86,58.8
ORD0000854,1,PROD00152,SELL00098,87.27,7.65
ORD0000855,1,PROD00281,SELL00133,628.8,57.57
ORD0000856,1,PROD00128,SELL00065,801.55,46.47
ORD0000856,2,PROD00184,SELL00109,563.11,22.82
ORD0000857,1,PROD00024,SELL00138,212.69,41.07
ORD0000858,1,PROD00062,SELL00048,248.29,28.15
ORD0000859,1,PROD00104,SELL00126,546.1,48.18
ORD0000860,1,PROD00046,SELL00040,152.25,48.99
ORD0000860,2,PROD00256,SELL00046,37.56,39.5
ORD0000861,1,PROD00037,SELL00062,734.08,26.72
ORD0000862,1,PROD00002,SELL00045,80.7,31.68
ORD0000863,1,PROD00218,SELL00008,751.93,15.06
ORD0000864,1,PROD00125,SELL00116,442.4,22.61
ORD0000865,1,PROD91093,SELL00148,578.48,46.35
ORD0000865,2,PROD00175,SELL00054,740.44,14.58
ORD0000866,1,PROD00111,SELL00130,819.51,31.45
ORD0000867,1,PROD00252,SELL00029,110.97,58.7
ORD0000868,1,PROD00005,SELL00036,484.3,15.25
ORD0000868,2,PROD00023,SELL00133,18.51,52.83
ORD0000869,1,PROD00290,SELL00045,755.16,14.23
ORD0000870,1,PROD00109,SELL00019,496.18,12.64
ORD0000870,2,PROD00230,SELL00092,141.22,52.79
ORD0000871,1,PROD00223,SELL00088,655.64,14.11
ORD0000872,1,PROD00197,SELL00006,100.25,46.66
ORD0000872,2,PROD00057,SELL00119,717.15,45.81
ORD0000873,1,PROD00091,SELL00085,177.93,26.83
ORD0000874,1,PROD00008,SELL00010,557.06,21.44
ORD0000875,1,PROD00106,SELL00005,261.69,42.05
ORD0000875,2,PROD00267,SELL00019,63.88,23.85
ORD0000875,3,PROD00001,SELL00128,294.62,35.13
ORD0000876,1,PROD00254,SELL00111,412.25,32.07
ORD0000877,1,PROD00012,SELL00100,252.52,21.18
ORD0000877,2,PROD00118,SELL00001,84.85,54.65
